ID,nonPA,mahal.min,LC,times.with.error,times,n
517,65,7.821483522152833,Cropland,1,1,45
172,7,12.834389130741856,Cropland,1,1,45
338,47,2.3669224713140413,Cropland,1,1,45
488,233,2.4854725508236584,Cropland,1,1,45
640,163,17.355861615200332,Cropland,1,1,45
741,11,2.106102995003211,Cropland,1,1,45
428,106,5.315525746622055,Cropland,1,1,45
462,212,1.0140958579655128,Cropland,1,1,45
404,216,3.7726748137298882,Cropland,1,1,45
455,24,3.4732459125214707,Cropland,1,1,45
813,494,14.8563738279964,Cropland,1,1,45
350,155,12.905730881805281,Cropland,1,1,45
573,188,5.207539957785684,Cropland,1,1,45
643,158,1.364172858401618,Cropland,1,1,45
324,76,16.354410409472308,Cropland,1,1,45
245,115,9.255852918352941,Grassland,1,1,45
13,16,6.8999164749030335,Grassland,1,1,45
143,132,2.0035688819718382,Grassland,1,1,45
75,169,4.570422019447038,Grassland,1,1,45
82,84,15.03662132253972,Grassland,1,1,45
251,45,9.33709977275759,Grassland,1,1,45
144,25,3.835697935761077,Grassland,1,1,45
313,199,14.445794598232387,Grassland,1,1,45
452,92,5.129349251140295,Grassland,1,1,45
353,405,5.772553716096428,Grassland,1,1,45
174,175,5.077302205182948,Grassland,1,1,45
360,243,9.951851456223917,Grassland,1,1,45
114,71,10.28298922506223,Grassland,1,1,45
602,336,5.410673297834207,Grassland,1,1,45
195,161,13.230204676127393,Grassland,1,1,45
706,540,4.344834695755418,Woodland,1,1,45
520,331,12.518745133450071,Woodland,1,1,45
506,565,6.1184153204447,Woodland,1,1,45
567,15,10.332206571368431,Woodland,1,1,45
630,371,14.713988742558696,Woodland,1,1,45
280,335,11.739444577223487,Woodland,1,1,45
677,653,6.592191979537505,Woodland,1,1,45
624,469,8.110227516273849,Woodland,1,1,45
443,231,4.508925109985592,Woodland,1,1,45
516,531,8.723453714074056,Woodland,1,1,45
255,1,7.240665371974933,Woodland,1,1,45
857,465,6.908898593272269,Woodland,1,1,45
672,328,1.5605675982462597,Woodland,1,1,45
474,499,3.6191232905044384,Woodland,1,1,45
464,397,12.402304357840517,Woodland,1,1,45
462,155,10.87368268907598,Cropland,2,2,45
813,226,9.673975823018695,Cropland,2,2,45
324,73,10.700220362543533,Cropland,2,2,45
350,12,14.965472871557575,Cropland,2,2,45
573,215,10.38939244172499,Cropland,2,2,45
404,212,2.6503988330049206,Cropland,2,2,45
643,164,12.350492451567726,Cropland,2,2,45
488,17,0.5867862681032393,Cropland,2,2,45
517,7,6.24480520186251,Cropland,2,2,45
640,65,8.7467033022407,Cropland,2,2,45
172,86,15.102682758295188,Cropland,2,2,45
455,30,10.132368715123214,Cropland,2,2,45
428,106,5.315525746622055,Cropland,2,2,45
338,47,2.3669224713140413,Cropland,2,2,45
741,53,4.260216978239806,Cropland,2,2,45
353,113,8.272273503480243,Grassland,2,2,45
75,150,5.610918990776816,Grassland,2,2,45
360,90,14.453081190041589,Grassland,2,2,45
114,126,5.361684773429757,Grassland,2,2,45
144,25,3.835697935761077,Grassland,2,2,45
82,127,16.948208548546223,Grassland,2,2,45
251,19,4.459928948109466,Grassland,2,2,45
313,187,15.565606387592085,Grassland,2,2,45
602,63,1.977005281854966,Grassland,2,2,45
13,9,5.088148362163223,Grassland,2,2,45
143,31,7.178785157182814,Grassland,2,2,45
452,405,8.895545625009824,Grassland,2,2,45
481,84,15.146752671153548,Grassland,2,2,45
195,39,15.650768897723601,Grassland,2,2,45
174,91,13.379531121916694,Grassland,2,2,45
408,561,15.657122386221838,Woodland,2,2,45
464,331,15.569188162071187,Woodland,2,2,45
628,286,4.3345348089710765,Woodland,2,2,45
443,242,8.519251176858486,Woodland,2,2,45
506,429,9.370110186661838,Woodland,2,2,45
552,383,17.111167753129923,Woodland,2,2,45
625,89,15.229896123425632,Woodland,2,2,45
280,140,16.87416785587534,Woodland,2,2,45
567,231,9.65682760249102,Woodland,2,2,45
474,264,14.171908486542025,Woodland,2,2,45
630,371,14.713988742558696,Woodland,2,2,45
516,531,8.723453714074056,Woodland,2,2,45
520,651,17.010878000551642,Woodland,2,2,45
677,753,15.6645115481883,Woodland,2,2,45
672,325,1.5903639314071443,Woodland,2,2,45
338,49,9.026698624511425,Cropland,3,3,45
573,155,9.48501490586186,Cropland,3,3,45
428,7,8.30685367594614,Cropland,3,3,45
462,164,15.041691071377228,Cropland,3,3,45
488,17,0.5867862681032393,Cropland,3,3,45
324,76,16.354410409472308,Cropland,3,3,45
455,30,10.132368715123214,Cropland,3,3,45
517,56,13.602285916287236,Cropland,3,3,45
813,247,9.537933065452345,Cropland,3,3,45
