ID,nonPA,mahal.min,LC,times.with.error,times,n
517,106,9.170187837577572,Cropland,1,1,45
172,7,12.834389130741856,Cropland,1,1,45
338,53,8.105450880473988,Cropland,1,1,45
488,233,2.4854725508236584,Cropland,1,1,45
640,86,1.5451455774793041,Cropland,1,1,45
741,11,2.106102995003211,Cropland,1,1,45
428,158,3.967655102121502,Cropland,1,1,45
462,215,6.592495356827729,Cropland,1,1,45
404,244,3.808693595452206,Cropland,1,1,45
455,24,3.4732459125214707,Cropland,1,1,45
813,626,10.25116527182185,Cropland,1,1,45
350,221,10.041404678757356,Cropland,1,1,45
573,216,1.2694448954745945,Cropland,1,1,45
643,229,5.943669229895363,Cropland,1,1,45
324,97,9.626890243841817,Cropland,1,1,45
602,588,4.934625301190324,Grassland,1,1,45
313,63,11.365402871609358,Grassland,1,1,45
13,31,7.728576055135526,Grassland,1,1,45
143,132,2.0035688819718382,Grassland,1,1,45
75,25,12.125390623234644,Grassland,1,1,45
82,258,7.891538932560459,Grassland,1,1,45
251,119,4.8949134308015445,Grassland,1,1,45
195,19,0.7741617735147077,Grassland,1,1,45
360,416,7.168923175912409,Grassland,1,1,45
144,120,7.219003862597625,Grassland,1,1,45
245,115,9.255852918352941,Grassland,1,1,45
114,90,10.072577720884246,Grassland,1,1,45
174,199,2.958987054217813,Grassland,1,1,45
353,356,14.653661905409043,Grassland,1,1,45
481,483,3.9314348803862047,Grassland,1,1,45
706,540,4.344834695755418,Woodland,1,1,45
520,331,12.518745133450071,Woodland,1,1,45
506,649,10.305751387625484,Woodland,1,1,45
567,15,10.332206571368431,Woodland,1,1,45
630,578,7.808194276491735,Woodland,1,1,45
280,383,7.5481614868557285,Woodland,1,1,45
677,653,6.592191979537505,Woodland,1,1,45
624,469,8.110227516273849,Woodland,1,1,45
443,239,7.758937308748322,Woodland,1,1,45
516,531,8.723453714074056,Woodland,1,1,45
255,4,1.769529984907962,Woodland,1,1,45
857,465,6.908898593272269,Woodland,1,1,45
672,328,1.5605675982462597,Woodland,1,1,45
474,667,11.841217733599798,Woodland,1,1,45
464,498,9.913607393962799,Woodland,1,1,45
462,158,1.3017206994530182,Cropland,2,2,45
813,406,15.088638331326358,Cropland,2,2,45
324,76,16.354410409472308,Cropland,2,2,45
350,47,5.45640570219862,Cropland,2,2,45
573,247,3.3913134598586696,Cropland,2,2,45
404,216,3.7726748137298882,Cropland,2,2,45
643,229,5.943669229895363,Cropland,2,2,45
488,17,0.5867862681032393,Cropland,2,2,45
517,21,7.958998704429002,Cropland,2,2,45
640,65,8.7467033022407,Cropland,2,2,45
172,163,0.983382687547421,Cropland,2,2,45
455,61,5.724425185782814,Cropland,2,2,45
428,164,17.189991254876375,Cropland,2,2,45
338,53,8.105450880473988,Cropland,2,2,45
741,55,12.256783853061693,Cropland,2,2,45
195,28,15.360019571310453,Grassland,2,2,45
313,343,13.708161254134353,Grassland,2,2,45
75,150,5.610918990776816,Grassland,2,2,45
353,209,7.744852335172815,Grassland,2,2,45
82,40,17.11091629905521,Grassland,2,2,45
360,416,7.168923175912409,Grassland,2,2,45
143,25,7.16175355319437,Grassland,2,2,45
245,119,1.191233594174919,Grassland,2,2,45
174,175,5.077302205182948,Grassland,2,2,45
251,81,13.013713528549319,Grassland,2,2,45
144,111,7.003761204335422,Grassland,2,2,45
602,113,2.790890846166789,Grassland,2,2,45
13,9,5.088148362163223,Grassland,2,2,45
114,41,13.420000287667733,Grassland,2,2,45
481,217,12.41385375147677,Grassland,2,2,45
408,688,12.007131950351068,Woodland,2,2,45
464,498,9.913607393962799,Woodland,2,2,45
628,335,11.804459511870958,Woodland,2,2,45
443,252,3.5744702556539365,Woodland,2,2,45
506,590,8.569050185950152,Woodland,2,2,45
552,264,3.3539671983140678,Woodland,2,2,45
625,89,15.229896123425632,Woodland,2,2,45
280,154,4.590629407418776,Woodland,2,2,45
567,242,17.491834187556957,Woodland,2,2,45
474,429,5.471674226026227,Woodland,2,2,45
630,374,7.705571002246159,Woodland,2,2,45
516,469,7.638219638947558,Woodland,2,2,45
520,530,8.248010256246591,Woodland,2,2,45
677,753,15.6645115481883,Woodland,2,2,45
672,325,1.5903639314071443,Woodland,2,2,45
338,60,11.040555494802554,Cropland,3,3,45
573,216,1.2694448954745945,Cropland,3,3,45
428,21,5.935058826034939,Cropland,3,3,45
462,133,1.6490812334179137,Cropland,3,3,45
488,17,0.5867862681032393,Cropland,3,3,45
324,97,9.626890243841817,Cropland,3,3,45
455,24,3.4732459125214707,Cropland,3,3,45
517,61,11.204835298633427,Cropland,3,3,45
813,494,14.8563738279964,Cropland,3,3,45
640,34,13.55503522426009,Cropland,3,3,45
643,56,0.9301088544034123,Cropland,3,3,45
404,212,2.6503988330049206,Cropland,3,3,45
741,55,12.256783853061693,Cropland,3,3,45
350,47,5.45640570219862,Cropland,3,3,45
172,7,12.834389130741856,Cropland,3,3,45
481,369,12.256222612512234,Grassland,3,3,45
245,31,10.744776836415676,Grassland,3,3,45
360,243,9.951851456223917,Grassland,3,3,45
144,36,11.644959564370781,Grassland,3,3,45
75,92,12.845083851206182,Grassland,3,3,45
82,79,6.847449713707526,Grassland,3,3,45
602,209,2.1896599240914463,Grassland,3,3,45
174,126,1.624946920556742,Grassland,3,3,45
353,601,6.198752021609969,Grassland,3,3,45
313,416,7.437459794263322,Grassland,3,3,45
13,121,7.0718680349377445,Grassland,3,3,45
195,213,7.5010211071485156,Grassland,3,3,45
251,16,4.615561779594668,Grassland,3,3,45
143,132,2.0035688819718382,Grassland,3,3,45
114,91,12.697867285181438,Grassland,3,3,45
611,264,4.3992465534468455,Woodland,3,3,45
552,860,12.937956857305952,Woodland,3,3,45
677,743,14.354150994624076,Woodland,3,3,45
516,469,7.638219638947558,Woodland,3,3,45
464,52,0.7568879742735952,Woodland,3,3,45
419,499,3.3589854390927862,Woodland,3,3,45
520,190,17.11177120184314,Woodland,3,3,45
630,580,3.90154534072462,Woodland,3,3,45
408,540,15.964991527065692,Woodland,3,3,45
255,182,10.741608662686518,Woodland,3,3,45
567,490,15.442235925125619,Woodland,3,3,45
706,292,8.528659114751418,Woodland,3,3,45
280,335,11.739444577223487,Woodland,3,3,45
474,749,11.271248182381425,Woodland,3,3,45
506,154,16.143031914929615,Woodland,3,3,45
813,494,14.8563738279964,Cropland,4,4,45
640,215,13.393656272496234,Cropland,4,4,45
643,106,1.3452366959964805,Cropland,4,4,45
428,24,2.8313902652692335,Cropland,4,4,45
350,56,8.31026323161903,Cropland,4,4,45
462,86,16.285599029121627,Cropland,4,4,45
404,158,6.874050603221632,Cropland,4,4,45
517,61,11.204835298633427,Cropland,4,4,45
488,232,1.0588975958153677,Cropland,4,4,45
573,221,5.644924767994951,Cropland,4,4,45
324,117,12.032477193332054,Cropland,4,4,45
338,18,4.275239807351283,Cropland,4,4,45
172,6,14.0765341278855,Cropland,4,4,45
455,163,10.752182421790863,Cropland,4,4,45
741,11,2.106102995003211,Cropland,4,4,45
481,217,12.41385375147677,Grassland,4,4,45
313,343,13.708161254134353,Grassland,4,4,45
174,41,6.9674537995505945,Grassland,4,4,45
143,25,7.16175355319437,Grassland,4,4,45
245,16,8.62176357219961,Grassland,4,4,45
75,147,13.956101891806153,Grassland,4,4,45
82,116,7.891538932560459,Grassland,4,4,45
144,36,11.644959564370781,Grassland,4,4,45
114,126,5.361684773429757,Grassland,4,4,45
353,111,8.34557372482065,Grassland,4,4,45
360,243,9.951851456223917,Grassland,4,4,45
13,31,7.728576055135526,Grassland,4,4,45
602,588,4.934625301190324,Grassland,4,4,45
195,152,1.3851270836207348,Grassland,4,4,45
251,28,5.759449190885125,Grassland,4,4,45
706,140,12.767039909976827,Woodland,4,4,45
624,469,8.110227516273849,Woodland,4,4,45
857,387,2.832168314212323,Woodland,4,4,45
255,135,4.780528577473859,Woodland,4,4,45
474,154,13.52738351362021,Woodland,4,4,45
