ID,nonPA,mahal.min,LC,times.with.error,times,n
195,37,0.42962177214149744,Grassland,5,5,30
144,132,2.4700675631511704,Grassland,5,5,30
251,16,4.615561779594668,Grassland,5,5,30
82,369,10.92140481057973,Grassland,5,5,30
419,499,3.3589854390927862,Woodland,5,5,30
280,500,15.660365503415608,Woodland,5,5,30
516,325,0.9930794237140874,Woodland,5,5,30
706,33,13.639559679367169,Woodland,5,5,30
672,74,16.510651298975528,Woodland,5,5,30
625,540,7.509591063650647,Woodland,5,5,30
567,490,15.442235925125619,Woodland,5,5,30
255,271,7.335693206071012,Woodland,5,5,30
443,252,3.5744702556539365,Woodland,5,5,30
628,225,1.766422049249949,Woodland,5,5,30
462,216,0.20206845148986166,Cropland,6,6,30
517,163,9.397304285529664,Cropland,6,6,30
573,188,5.207539957785684,Cropland,6,6,30
640,219,5.976236032447819,Cropland,6,6,30
488,129,2.9109502146865016,Cropland,6,6,30
172,410,13.043976968746055,Cropland,6,6,30
404,212,2.6503988330049206,Cropland,6,6,30
643,406,2.2399399618798057,Cropland,6,6,30
338,73,4.02943829376904,Cropland,6,6,30
428,5,3.5835551779805512,Cropland,6,6,30
353,209,7.744852335172815,Grassland,6,6,30
195,496,6.465222864017312,Grassland,6,6,30
114,139,5.516713102371157,Grassland,6,6,30
481,369,12.256222612512234,Grassland,6,6,30
144,132,2.4700675631511704,Grassland,6,6,30
245,131,10.14369925956641,Grassland,6,6,30
75,179,17.073865407569524,Grassland,6,6,30
82,448,9.007682249075266,Grassland,6,6,30
143,150,5.078131790129403,Grassland,6,6,30
251,28,5.759449190885125,Grassland,6,6,30
516,531,8.723453714074056,Woodland,6,6,30
443,153,3.7980864353062214,Woodland,6,6,30
706,309,16.805842544859658,Woodland,6,6,30
672,328,1.5605675982462597,Woodland,6,6,30
280,389,13.244358658334777,Woodland,6,6,30
567,868,5.123850897546943,Woodland,6,6,30
628,415,8.159557875101028,Woodland,6,6,30
419,52,9.554686196164969,Woodland,6,6,30
625,714,8.361235121127448,Woodland,6,6,30
255,252,5.651392054476112,Woodland,6,6,30
428,133,3.6317505249465833,Cropland,7,7,30
462,314,4.328830638904533,Cropland,7,7,30
338,49,9.026698624511425,Cropland,7,7,30
488,259,1.3879806349921684,Cropland,7,7,30
404,466,9.566087131434141,Cropland,7,7,30
573,212,1.4461693895023915,Cropland,7,7,30
455,106,3.4618303951174245,Cropland,7,7,30
517,256,14.020619790464677,Cropland,7,7,30
640,551,11.25646979969767,Cropland,7,7,30
172,164,2.4589460034122057,Cropland,7,7,30
144,169,4.264295907908006,Grassland,7,7,30
75,111,1.3940459717074756,Grassland,7,7,30
143,31,7.178785157182814,Grassland,7,7,30
313,568,17.007539471059744,Grassland,7,7,30
251,152,8.172136144276857,Grassland,7,7,30
114,139,5.516713102371157,Grassland,7,7,30
245,125,7.081183779112873,Grassland,7,7,30
481,448,13.212712664201264,Grassland,7,7,30
353,588,4.9880455795429945,Grassland,7,7,30
82,409,7.548097201821547,Grassland,7,7,30
567,490,15.442235925125619,Woodland,7,7,30
625,540,7.509591063650647,Woodland,7,7,30
628,500,3.1658486848945504,Woodland,7,7,30
706,33,13.639559679367169,Woodland,7,7,30
516,561,2.9864906416829355,Woodland,7,7,30
280,225,8.549154133445082,Woodland,7,7,30
255,283,7.235427860840217,Woodland,7,7,30
419,667,11.997278472065187,Woodland,7,7,30
443,4,11.957971735406653,Woodland,7,7,30
672,292,0.5004889792215773,Woodland,7,7,30
643,216,2.6604625555095454,Cropland,8,8,30
573,240,7.69976921203956,Cropland,8,8,30
517,171,9.501077153802413,Cropland,8,8,30
324,53,14.253622160649845,Cropland,8,8,30
640,418,11.099555481176004,Cropland,8,8,30
455,238,11.234873866355462,Cropland,8,8,30
172,399,4.228680476046753,Cropland,8,8,30
404,229,1.732787711366617,Cropland,8,8,30
741,18,2.8783069041766396,Cropland,8,8,30
488,130,3.0104538004482015,Cropland,8,8,30
144,150,4.741962026866471,Grassland,8,8,30
143,115,8.509304521134377,Grassland,8,8,30
195,267,8.423273260011547,Grassland,8,8,30
313,483,6.4605300962603245,Grassland,8,8,30
251,32,3.3648176759372257,Grassland,8,8,30
75,343,7.320780086247397,Grassland,8,8,30
82,369,10.92140481057973,Grassland,8,8,30
13,31,7.728576055135526,Grassland,8,8,30
245,28,4.6638239682236,Grassland,8,8,30
481,63,16.299848547229534,Grassland,8,8,30
672,531,7.924283007569238,Woodland,8,8,30
443,231,4.508925109985592,Woodland,8,8,30
628,335,11.804459511870958,Woodland,8,8,30
255,271,7.335693206071012,Woodland,8,8,30
625,51,14.846953452753658,Woodland,8,8,30
419,667,11.997278472065187,Woodland,8,8,30
567,860,4.577614130380305,Woodland,8,8,30
280,536,11.101249556277823,Woodland,8,8,30
516,469,7.638219638947558,Woodland,8,8,30
706,89,9.542142093796963,Woodland,8,8,30
428,171,5.51383142967935,Cropland,9,9,30
455,235,16.60351114042516,Cropland,9,9,30
324,53,14.253622160649845,Cropland,9,9,30
573,494,2.5071155145357364,Cropland,9,9,30
517,24,10.691195715927822,Cropland,9,9,30
462,56,3.70817633311288,Cropland,9,9,30
741,11,2.106102995003211,Cropland,9,9,30
338,124,5.5155229368151595,Cropland,9,9,30
404,406,3.4089402912940545,Cropland,9,9,30
643,212,2.484407604006099,Cropland,9,9,30
144,40,10.092713177622684,Grassland,9,9,30
82,113,8.311455838584319,Grassland,9,9,30
245,115,9.255852918352941,Grassland,9,9,30
143,147,5.206121382865852,Grassland,9,9,30
353,601,6.198752021609969,Grassland,9,9,30
313,483,6.4605300962603245,Grassland,9,9,30
13,169,1.547370998886211,Grassland,9,9,30
75,150,5.610918990776816,Grassland,9,9,30
251,125,0.8675652698255332,Grassland,9,9,30
481,277,10.979802416403768,Grassland,9,9,30
672,650,11.79168923943263,Woodland,9,9,30
255,297,6.904244666781057,Woodland,9,9,30
628,500,3.1658486848945504,Woodland,9,9,30
419,490,1.5549862925671412,Woodland,9,9,30
706,325,7.6968937453051485,Woodland,9,9,30
516,328,1.2231281501039464,Woodland,9,9,30
280,335,11.739444577223487,Woodland,9,9,30
443,231,4.508925109985592,Woodland,9,9,30
625,469,7.148560784577399,Woodland,9,9,30
567,590,2.964975661430852,Woodland,9,9,30
640,219,5.976236032447819,Cropland,10,10,30
741,108,14.328810294027155,Cropland,10,10,30
517,244,6.3522960589682835,Cropland,10,10,30
643,229,5.943669229895363,Cropland,10,10,30
172,163,0.983382687547421,Cropland,10,10,30
324,434,8.26355672580007,Cropland,10,10,30
455,133,2.8622185206025614,Cropland,10,10,30
488,288,10.436840148028285,Cropland,10,10,30
338,73,4.02943829376904,Cropland,10,10,30
462,158,1.3017206994530182,Cropland,10,10,30
82,102,6.79691433041165,Grassland,10,10,30
75,180,7.264270687232919,Grassland,10,10,30
143,147,5.206121382865852,Grassland,10,10,30
114,41,13.420000287667733,Grassland,10,10,30
144,31,5.97762780087796,Grassland,10,10,30
251,48,4.528554429070356,Grassland,10,10,30
481,666,9.115549165112846,Grassland,10,10,30
13,115,9.028085218177338,Grassland,10,10,30
195,321,4.523540455934412,Grassland,10,10,30
313,483,6.4605300962603245,Grassland,10,10,30
625,214,14.703327940406355,Woodland,10,10,30
706,89,9.542142093796963,Woodland,10,10,30
516,469,7.638219638947558,Woodland,10,10,30
672,637,15.156528720338644,Woodland,10,10,30
419,667,11.997278472065187,Woodland,10,10,30
280,429,12.33861951353433,Woodland,10,10,30
567,15,10.332206571368431,Woodland,10,10,30
628,286,4.3345348089710765,Woodland,10,10,30
255,78,8.143790149440788,Woodland,10,10,30
443,20,2.5853935231791785,Woodland,10,10,30
741,12,8.083593544805414,Cropland,11,11,30
455,235,16.60351114042516,Cropland,11,11,30
172,133,6.719395635269562,Cropland,11,11,30
404,418,3.662165859766424,Cropland,11,11,30
517,106,9.170187837577572,Cropland,11,11,30
338,70,5.406083615445922,Cropland,11,11,30
324,53,14.253622160649845,Cropland,11,11,30
573,410,3.73299946512882,Cropland,11,11,30
640,466,17.131755680574543,Cropland,11,11,30
488,259,1.3879806349921684,Cropland,11,11,30
82,588,3.760661584792125,Grassland,11,11,30
75,200,1.7477730078893756,Grassland,11,11,30
114,134,15.640620521495022,Grassland,11,11,30
195,266,5.467453731357383,Grassland,11,11,30
481,834,14.972399705491316,Grassland,11,11,30
313,448,14.54745435074842,Grassland,11,11,30
13,9,5.088148362163223,Grassland,11,11,30
245,115,9.255852918352941,Grassland,11,11,30
353,336,10.216038943962303,Grassland,11,11,30
144,131,3.325128861373036,Grassland,11,11,30
672,531,7.924283007569238,Woodland,11,11,30
516,469,7.638219638947558,Woodland,11,11,30
625,214,14.703327940406355,Woodland,11,11,30
443,252,3.5744702556539365,Woodland,11,11,30
628,329,12.305906368368525,Woodland,11,11,30
255,289,5.443103928856919,Woodland,11,11,30
567,749,6.343254988939255,Woodland,11,11,30
419,667,11.997278472065187,Woodland,11,11,30
706,33,13.639559679367169,Woodland,11,11,30
280,335,11.739444577223487,Woodland,11,11,30
462,86,16.285599029121627,Cropland,12,12,30
643,216,2.6604625555095454,Cropland,12,12,30
517,6,15.506012963700284,Cropland,12,12,30
640,314,12.213310701304902,Cropland,12,12,30
404,212,2.6503988330049206,Cropland,12,12,30
172,330,13.92607561342652,Cropland,12,12,30
428,238,11.780438584930836,Cropland,12,12,30
338,70,5.406083615445922,Cropland,12,12,30
741,103,6.617056789531564,Cropland,12,12,30
488,288,10.436840148028285,Cropland,12,12,30
245,32,2.2696849790018305,Grassland,12,12,30
313,217,8.337425415526104,Grassland,12,12,30
114,134,15.640620521495022,Grassland,12,12,30
195,237,8.00507685914866,Grassland,12,12,30
353,113,8.272273503480243,Grassland,12,12,30
13,25,6.294033209666071,Grassland,12,12,30
82,369,10.92140481057973,Grassland,12,12,30
75,179,17.073865407569524,Grassland,12,12,30
481,834,14.972399705491316,Grassland,12,12,30
144,150,4.741962026866471,Grassland,12,12,30
419,860,7.303155969888182,Woodland,12,12,30
443,606,5.208907217250102,Woodland,12,12,30
516,637,11.92856879426747,Woodland,12,12,30
625,309,13.392168380959344,Woodland,12,12,30
672,74,16.510651298975528,Woodland,12,12,30
255,297,6.904244666781057,Woodland,12,12,30
628,329,12.305906368368525,Woodland,12,12,30
706,328,8.126424984609447,Woodland,12,12,30
280,415,3.234150126092158,Woodland,12,12,30
567,242,17.491834187556957,Woodland,12,12,30
643,56,0.9301088544034123,Cropland,13,13,30
404,447,2.7829432320302034,Cropland,13,13,30
324,577,6.140375386525686,Cropland,13,13,30
517,158,8.024718525891943,Cropland,13,13,30
455,238,11.234873866355462,Cropland,13,13,30
573,212,1.4461693895023915,Cropland,13,13,30
172,303,16.1402647621794,Cropland,13,13,30
640,310,14.884520608423786,Cropland,13,13,30
488,208,2.249443159278934,Cropland,13,13,30
741,103,6.617056789531564,Cropland,13,13,30
353,717,8.272273503480243,Grassland,13,13,30
13,115,9.028085218177338,Grassland,13,13,30
313,669,3.591873789323985,Grassland,13,13,30
75,180,7.264270687232919,Grassland,13,13,30
144,150,4.741962026866471,Grassland,13,13,30
114,54,8.539014763581793,Grassland,13,13,30
143,132,2.0035688819718382,Grassland,13,13,30
481,277,10.979802416403768,Grassland,13,13,30
195,266,5.467453731357383,Grassland,13,13,30
82,405,7.415067999431399,Grassland,13,13,30
419,490,1.5549862925671412,Woodland,13,13,30
628,286,4.3345348089710765,Woodland,13,13,30
625,386,3.039004810229185,Woodland,13,13,30
280,222,2.057366263442265,Woodland,13,13,30
516,637,11.92856879426747,Woodland,13,13,30
255,241,2.506034059308614,Woodland,13,13,30
706,292,8.528659114751418,Woodland,13,13,30
672,89,5.7196619769736765,Woodland,13,13,30
567,302,2.9871168713177467,Woodland,13,13,30
443,297,4.64955395884449,Woodland,13,13,30
462,86,16.285599029121627,Cropland,14,14,30
455,106,3.4618303951174245,Cropland,14,14,30
517,133,9.995011721061983,Cropland,14,14,30
404,418,3.662165859766424,Cropland,14,14,30
573,188,5.207539957785684,Cropland,14,14,30
428,163,13.457256172335748,Cropland,14,14,30
488,17,0.5867862681032393,Cropland,14,14,30
640,219,5.976236032447819,Cropland,14,14,30
741,66,17.370639806474784,Cropland,14,14,30
338,70,5.406083615445922,Cropland,14,14,30
245,32,2.2696849790018305,Grassland,14,14,30
144,125,1.792580263904004,Grassland,14,14,30
481,669,5.5337818464826,Grassland,14,14,30
313,448,14.54745435074842,Grassland,14,14,30
353,409,4.312427108281543,Grassland,14,14,30
195,19,0.7741617735147077,Grassland,14,14,30
251,161,2.25017439638038,Grassland,14,14,30
13,31,7.728576055135526,Grassland,14,14,30
143,115,8.509304521134377,Grassland,14,14,30
114,134,15.640620521495022,Grassland,14,14,30
255,182,10.741608662686518,Woodland,14,14,30
419,868,5.31480641018678,Woodland,14,14,30
625,309,13.392168380959344,Woodland,14,14,30
443,239,7.758937308748322,Woodland,14,14,30
516,531,8.723453714074056,Woodland,14,14,30
706,33,13.639559679367169,Woodland,14,14,30
628,500,3.1658486848945504,Woodland,14,14,30
280,335,11.739444577223487,Woodland,14,14,30
672,540,4.455065577153223,Woodland,14,14,30
567,490,15.442235925125619,Woodland,14,14,30
741,11,2.106102995003211,Cropland,15,15,30
640,418,11.099555481176004,Cropland,15,15,30
172,106,4.147108169878279,Cropland,15,15,30
455,238,11.234873866355462,Cropland,15,15,30
643,56,0.9301088544034123,Cropland,15,15,30
324,73,10.700220362543533,Cropland,15,15,30
404,406,3.4089402912940545,Cropland,15,15,30
428,235,16.512196702369135,Cropland,15,15,30
573,410,3.73299946512882,Cropland,15,15,30
488,208,2.249443159278934,Cropland,15,15,30
82,448,9.007682249075266,Grassland,15,15,30
251,81,13.013713528549319,Grassland,15,15,30
195,152,1.3851270836207348,Grassland,15,15,30
313,834,8.563847732525176,Grassland,15,15,30
143,120,14.812332162205324,Grassland,15,15,30
353,336,10.216038943962303,Grassland,15,15,30
245,28,4.6638239682236,Grassland,15,15,30
75,200,1.7477730078893756,Grassland,15,15,30
13,92,8.005746814741917,Grassland,15,15,30
114,54,8.539014763581793,Grassland,15,15,30
419,868,5.31480641018678,Woodland,15,15,30
443,231,4.508925109985592,Woodland,15,15,30
255,252,5.651392054476112,Woodland,15,15,30
280,429,12.33861951353433,Woodland,15,15,30
706,325,7.6968937453051485,Woodland,15,15,30
672,89,5.7196619769736765,Woodland,15,15,30
625,309,13.392168380959344,Woodland,15,15,30
516,540,5.129637243032055,Woodland,15,15,30
628,329,12.305906368368525,Woodland,15,15,30
567,302,2.9871168713177467,Woodland,15,15,30
455,158,2.211965795139943,Cropland,16,16,30
517,133,9.995011721061983,Cropland,16,16,30
462,86,16.285599029121627,Cropland,16,16,30
404,410,1.2706804350113583,Cropland,16,16,30
640,608,12.922306367466678,Cropland,16,16,30
172,5,14.64448621019319,Cropland,16,16,30
741,66,17.370639806474784,Cropland,16,16,30
428,164,17.189991254876375,Cropland,16,16,30
573,447,4.353360638928198,Cropland,16,16,30
338,53,8.105450880473988,Cropland,16,16,30
82,409,7.548097201821547,Grassland,16,16,30
251,48,4.528554429070356,Grassland,16,16,30
245,119,1.191233594174919,Grassland,16,16,30
481,669,5.5337818464826,Grassland,16,16,30
195,39,15.650768897723601,Grassland,16,16,30
75,111,1.3940459717074756,Grassland,16,16,30
114,41,13.420000287667733,Grassland,16,16,30
143,92,11.401932438877948,Grassland,16,16,30
13,115,9.028085218177338,Grassland,16,16,30
353,336,10.216038943962303,Grassland,16,16,30
516,637,11.92856879426747,Woodland,16,16,30
672,74,16.510651298975528,Woodland,16,16,30
255,297,6.904244666781057,Woodland,16,16,30
625,596,13.020549247188436,Woodland,16,16,30
419,649,7.138238460848537,Woodland,16,16,30
628,415,8.159557875101028,Woodland,16,16,30
567,490,15.442235925125619,Woodland,16,16,30
443,4,11.957971735406653,Woodland,16,16,30
280,500,15.660365503415608,Woodland,16,16,30
706,89,9.542142093796963,Woodland,16,16,30
172,164,2.4589460034122057,Cropland,17,17,30
455,158,2.211965795139943,Cropland,17,17,30
428,238,11.780438584930836,Cropland,17,17,30
643,410,4.610155360385237,Cropland,17,17,30
462,406,0.2482863995214231,Cropland,17,17,30
488,233,2.4854725508236584,Cropland,17,17,30
573,247,3.3913134598586696,Cropland,17,17,30
404,56,9.855260076892854,Cropland,17,17,30
338,124,5.5155229368151595,Cropland,17,17,30
741,46,1.7546605645834474,Cropland,17,17,30
13,121,7.0718680349377445,Grassland,17,17,30
195,37,0.42962177214149744,Grassland,17,17,30
82,409,7.548097201821547,Grassland,17,17,30
251,147,0.8549794459001988,Grassland,17,17,30
481,369,12.256222612512234,Grassland,17,17,30
114,126,5.361684773429757,Grassland,17,17,30
353,717,8.272273503480243,Grassland,17,17,30
143,132,2.0035688819718382,Grassland,17,17,30
75,150,5.610918990776816,Grassland,17,17,30
245,28,4.6638239682236,Grassland,17,17,30
672,540,4.455065577153223,Woodland,17,17,30
516,469,7.638219638947558,Woodland,17,17,30
255,192,3.081018987203266,Woodland,17,17,30
443,737,3.1795375508810335,Woodland,17,17,30
706,309,16.805842544859658,Woodland,17,17,30
625,714,8.361235121127448,Woodland,17,17,30
567,749,6.343254988939255,Woodland,17,17,30
628,530,5.866777212181497,Woodland,17,17,30
419,860,7.303155969888182,Woodland,17,17,30
280,329,15.957903111549188,Woodland,17,17,30
428,238,11.780438584930836,Cropland,18,18,30
172,24,10.449972646564182,Cropland,18,18,30
517,244,6.3522960589682835,Cropland,18,18,30
643,247,4.651917762717728,Cropland,18,18,30
640,219,5.976236032447819,Cropland,18,18,30
455,86,15.523210527448585,Cropland,18,18,30
404,447,2.7829432320302034,Cropland,18,18,30
488,288,10.436840148028285,Cropland,18,18,30
573,216,1.2694448954745945,Cropland,18,18,30
741,108,14.328810294027155,Cropland,18,18,30
251,119,4.8949134308015445,Grassland,18,18,30
13,125,6.67803228945553,Grassland,18,18,30
114,134,15.640620521495022,Grassland,18,18,30
353,336,10.216038943962303,Grassland,18,18,30
75,343,7.320780086247397,Grassland,18,18,30
82,483,10.627173049984698,Grassland,18,18,30
143,147,5.206121382865852,Grassland,18,18,30
245,48,6.008430900566152,Grassland,18,18,30
481,63,16.299848547229534,Grassland,18,18,30
313,369,15.0126310826138,Grassland,18,18,30
443,790,3.7174620893932904,Woodland,18,18,30
255,252,5.651392054476112,Woodland,18,18,30
628,500,3.1658486848945504,Woodland,18,18,30
672,561,4.900105071913529,Woodland,18,18,30
625,469,7.148560784577399,Woodland,18,18,30
419,868,5.31480641018678,Woodland,18,18,30
280,536,11.101249556277823,Woodland,18,18,30
706,89,9.542142093796963,Woodland,18,18,30
516,325,0.9930794237140874,Woodland,18,18,30
567,490,15.442235925125619,Woodland,18,18,30
172,133,6.719395635269562,Cropland,19,19,30
455,106,3.4618303951174245,Cropland,19,19,30
640,219,5.976236032447819,Cropland,19,19,30
488,129,2.9109502146865016,Cropland,19,19,30
428,238,11.780438584930836,Cropland,19,19,30
517,24,10.691195715927822,Cropland,19,19,30
573,247,3.3913134598586696,Cropland,19,19,30
338,70,5.406083615445922,Cropland,19,19,30
741,11,2.106102995003211,Cropland,19,19,30
404,447,2.7829432320302034,Cropland,19,19,30
313,277,4.032567959816389,Grassland,19,19,30
143,92,11.401932438877948,Grassland,19,19,30
13,9,5.088148362163223,Grassland,19,19,30
195,19,0.7741617735147077,Grassland,19,19,30
144,147,1.502314071289554,Grassland,19,19,30
251,81,13.013713528549319,Grassland,19,19,30
353,405,5.772553716096428,Grassland,19,19,30
114,134,15.640620521495022,Grassland,19,19,30
82,588,3.760661584792125,Grassland,19,19,30
75,111,1.3940459717074756,Grassland,19,19,30
516,469,7.638219638947558,Woodland,19,19,30
706,325,7.6968937453051485,Woodland,19,19,30
672,415,7.248045184885263,Woodland,19,19,30
628,530,5.866777212181497,Woodland,19,19,30
280,536,11.101249556277823,Woodland,19,19,30
419,52,9.554686196164969,Woodland,19,19,30
443,239,7.758937308748322,Woodland,19,19,30
625,309,13.392168380959344,Woodland,19,19,30
255,182,10.741608662686518,Woodland,19,19,30
567,242,17.491834187556957,Woodland,19,19,30
428,158,3.967655102121502,Cropland,20,20,30
488,262,4.613329033480718,Cropland,20,20,30
517,244,6.3522960589682835,Cropland,20,20,30
324,53,14.253622160649845,Cropland,20,20,30
462,216,0.20206845148986166,Cropland,20,20,30
172,133,6.719395635269562,Cropland,20,20,30
573,494,2.5071155145357364,Cropland,20,20,30
404,229,1.732787711366617,Cropland,20,20,30
338,103,6.765594876641444,Cropland,20,20,30
643,212,2.484407604006099,Cropland,20,20,30
313,277,4.032567959816389,Grassland,20,20,30
75,150,5.610918990776816,Grassland,20,20,30
251,32,3.3648176759372257,Grassland,20,20,30
245,31,10.744776836415676,Grassland,20,20,30
353,102,6.198752021609969,Grassland,20,20,30
143,132,2.0035688819718382,Grassland,20,20,30
195,248,5.895045951248004,Grassland,20,20,30
13,9,5.088148362163223,Grassland,20,20,30
82,588,3.760661584792125,Grassland,20,20,30
481,416,2.8421906158513046,Grassland,20,20,30
419,317,5.3365058824748255,Woodland,20,20,30
443,606,5.208907217250102,Woodland,20,20,30
672,292,0.5004889792215773,Woodland,20,20,30
567,499,6.8267537796979925,Woodland,20,20,30
706,140,12.767039909976827,Woodland,20,20,30
280,536,11.101249556277823,Woodland,20,20,30
625,214,14.703327940406355,Woodland,20,20,30
628,329,12.305906368368525,Woodland,20,20,30
516,531,8.723453714074056,Woodland,20,20,30
