"Order_ID","nonPA","mahal.min","LC","times.with.error","times","n"
449,810,15.7329535802589,"Grassland",127,127,60
1509,1307,13.5486597258835,"Grassland",127,127,60
68,1631,17.0639207595397,"Grassland",127,127,60
1430,1314,14.1565695427314,"Grassland",127,127,60
1588,1313,16.7732713255191,"Grassland",127,127,60
170,805,16.1790280603619,"Grassland",127,127,60
1303,1334,8.68470273986088,"Grassland",127,127,60
436,1336,13.6142516263815,"Grassland",127,127,60
421,224,12.671553121209,"Grassland",127,127,60
1432,15,6.86313999068033,"Grassland",127,127,60
1428,9,5.45304599106526,"Grassland",127,127,60
1429,1337,17.4776992803626,"Grassland",127,127,60
236,604,17.0676548495483,"Grassland",127,127,60
1508,1333,6.62876857121729,"Grassland",127,127,60
59,1447,14.2884383205874,"Grassland",127,127,60
1301,1331,15.7371525039063,"Shrubland",127,127,60
648,1328,16.9871706718015,"Shrubland",127,127,60
1546,790,16.1033768963073,"Shrubland",127,127,60
1382,1413,12.1144139089008,"Shrubland",127,127,60
1575,1345,11.0133338277752,"Shrubland",127,127,60
1478,1423,9.86323432250161,"Shrubland",127,127,60
71,501,16.3567955933286,"Shrubland",127,127,60
1586,1324,6.39156992957768,"Shrubland",127,127,60
1607,1329,15.2842560928371,"Shrubland",127,127,60
1436,1323,10.8491419991851,"Shrubland",127,127,60
1305,230,4.01554005932282,"Shrubland",127,127,60
1593,379,5.38930037825627,"Shrubland",127,127,60
1440,1414,8.10858200519348,"Shrubland",127,127,60
1304,1460,12.1965015586726,"Shrubland",127,127,60
1380,795,5.47636326477554,"Shrubland",127,127,60
1507,637,10.2972012981106,"Shrubland",127,127,60
1577,1350,10.7493130818998,"Shrubland",127,127,60
1437,1343,12.2332970278481,"Shrubland",127,127,60
1520,1346,12.9319625394194,"Shrubland",127,127,60
1381,221,13.9212250903824,"Shrubland",127,127,60
1562,83,13.2178232513915,"Woodland",127,127,60
1534,338,6.71086798640899,"Woodland",127,127,60
146,1531,16.5848476620355,"Woodland",127,127,60
302,131,7.68769693818881,"Woodland",127,127,60
1578,200,16.4557571066124,"Woodland",127,127,60
1474,1450,14.5754718676,"Woodland",127,127,60
374,6,10.1608510619623,"Woodland",127,127,60
1567,152,11.4110201245506,"Woodland",127,127,60
595,12,4.76350478163128,"Woodland",127,127,60
1373,1498,8.67502579097735,"Woodland",127,127,60
109,1327,13.8348539263683,"Woodland",127,127,60
532,781,12.7433441593146,"Woodland",127,127,60
1566,149,14.624589348245,"Woodland",127,127,60
663,1499,13.0873421361283,"Woodland",127,127,60
1442,272,16.1669812729161,"Woodland",127,127,60
350,368,10.7931883959818,"Woodland",127,127,60
705,710,0.0138826775103869,"Woodland",127,127,60
669,242,13.7605762379871,"Woodland",127,127,60
1375,1540,5.66722830453352,"Woodland",127,127,60
1539,1532,3.62259359060087,"Woodland",127,127,60
1605,1617,15.6112307395238,"Grassland",128,128,60
1429,1384,17.2639274556379,"Grassland",128,128,60
1594,1383,9.27507577898116,"Grassland",128,128,60
1431,9,14.5229310593726,"Grassland",128,128,60
449,1337,12.1801865435565,"Grassland",128,128,60
1588,1447,14.1406238617643,"Grassland",128,128,60
164,617,17.036543154196,"Grassland",128,128,60
1438,1476,11.4820873221634,"Grassland",128,128,60
421,810,15.6109755352214,"Grassland",128,128,60
170,1315,12.9972990505108,"Grassland",128,128,60
1430,805,16.8444560605468,"Grassland",128,128,60
436,604,5.76287203616553,"Grassland",128,128,60
428,1308,9.14247379288461,"Grassland",128,128,60
68,1629,16.0480594733656,"Grassland",128,128,60
1428,1622,15.1287856679895,"Grassland",128,128,60
1302,1309,12.3352445437361,"Grassland",128,128,60
1508,1333,6.62876857121729,"Grassland",128,128,60
167,224,10.5911610015365,"Grassland",128,128,60
1432,1314,14.576253634825,"Grassland",128,128,60
59,1313,9.31900411833979,"Grassland",128,128,60
1607,1421,13.1603785675607,"Shrubland",128,128,60
1586,379,6.34551390305253,"Shrubland",128,128,60
1519,86,9.57308280108243,"Shrubland",128,128,60
71,1423,17.0540422560037,"Shrubland",128,128,60
1440,1413,10.3368257123256,"Shrubland",128,128,60
1441,567,16.2407831967026,"Shrubland",128,128,60
1304,1461,11.422447994319,"Shrubland",128,128,60
1547,637,6.62471434430208,"Shrubland",128,128,60
1576,391,6.90721476161159,"Shrubland",128,128,60
1301,1400,6.11723393517914,"Shrubland",128,128,60
1306,218,4.3139290558281,"Shrubland",128,128,60
1382,227,10.9914140822562,"Shrubland",128,128,60
648,1322,13.5468328309616,"Shrubland",128,128,60
1585,1331,16.4679105128841,"Shrubland",128,128,60
1593,1414,6.61081514589256,"Shrubland",128,128,60
1520,1349,11.2307608895355,"Shrubland",128,128,60
1380,1328,16.9568821816361,"Shrubland",128,128,60
1305,230,4.01554005932282,"Shrubland",128,128,60
1381,1332,15.6043737512911,"Shrubland",128,128,60
1546,1329,7.83020722253566,"Shrubland",128,128,60
679,242,13.2643062900976,"Woodland",128,128,60
1567,272,14.3820133689612,"Woodland",128,128,60
1564,131,14.2057638108594,"Woodland",128,128,60
374,152,6.8458504960577,"Woodland",128,128,60
595,245,16.1910201081971,"Woodland",128,128,60
1566,1417,13.8001295319626,"Woodland",128,128,60
1574,415,15.9712579179668,"Woodland",128,128,60
652,149,17.049564996967,"Woodland",128,128,60
1571,710,16.0577387676961,"Woodland",128,128,60
695,680,2.84495039611737,"Woodland",128,128,60
1373,1542,6.15348993184541,"Woodland",128,128,60
522,278,16.5775757029481,"Woodland",128,128,60
1371,1496,11.7558120028077,"Woodland",128,128,60
1536,206,16.5616163323226,"Woodland",128,128,60
1528,1477,10.6352179883295,"Woodland",128,128,60
532,368,4.85178297439348,"Woodland",128,128,60
1375,1379,9.06624572857989,"Woodland",128,128,60
663,326,12.8259111217554,"Woodland",128,128,60
101,701,15.2840257700704,"Woodland",128,128,60
290,408,17.1331875146753,"Woodland",128,128,60
1479,1503,16.1642020706464,"Grassland",129,129,60
1428,1556,17.116702903928,"Grassland",129,129,60
436,617,10.7851297037729,"Grassland",129,129,60
421,89,2.53375373980104,"Grassland",129,129,60
1433,1337,15.9771502111523,"Grassland",129,129,60
1509,1315,14.1735016037626,"Grassland",129,129,60
167,9,15.6399247814961,"Grassland",129,129,60
59,1447,14.2884383205874,"Grassland",129,129,60
170,1338,17.1930391384966,"Grassland",129,129,60
68,1629,16.0480594733656,"Grassland",129,129,60
428,1307,10.2485657775333,"Grassland",129,129,60
65,1630,16.4394207602668,"Grassland",129,129,60
1588,810,15.4978944425118,"Grassland",129,129,60
164,432,15.041434292295,"Grassland",129,129,60
1429,1313,12.3225728977859,"Grassland",129,129,60
1508,604,12.2009546895217,"Grassland",129,129,60
1594,1309,8.70570207533606,"Grassland",129,129,60
1303,44,16.0137124379241,"Grassland",129,129,60
1506,609,10.5999738685826,"Grassland",129,129,60
236,1348,6.59568930043599,"Grassland",129,129,60
1381,379,16.8764091266691,"Shrubland",129,129,60
1608,1329,15.8269558119758,"Shrubland",129,129,60
71,1378,12.69100681493,"Shrubland",129,129,60
1519,1340,9.35574279161114,"Shrubland",129,129,60
1585,637,15.5803158473398,"Shrubland",129,129,60
1439,790,16.9652761342866,"Shrubland",129,129,60
1441,1448,9.97373566845355,"Shrubland",129,129,60
1478,1419,11.2127430432601,"Shrubland",129,129,60
1546,1345,6.52376752594552,"Shrubland",129,129,60
1586,1344,13.5751023363094,"Shrubland",129,129,60
1507,86,7.95441185472835,"Shrubland",129,129,60
47,1349,9.91734042738176,"Shrubland",129,129,60
1306,1322,6.96546580848321,"Shrubland",129,129,60
1520,1343,9.40531643674224,"Shrubland",129,129,60
1595,1332,15.5610656474375,"Shrubland",129,129,60
1437,1377,13.4410645267735,"Shrubland",129,129,60
1521,1402,13.3975924321653,"Shrubland",129,129,60
1305,56,13.6816229451132,"Shrubland",129,129,60
1602,634,13.7377055408011,"Shrubland",129,129,60
1380,1324,12.3548733162047,"Shrubland",129,129,60
266,368,5.42879542771765,"Woodland",129,129,60
1473,1453,5.33419920564331,"Woodland",129,129,60
1534,326,8.05008148123094,"Woodland",129,129,60
1528,104,14.8736513541992,"Woodland",129,129,60
101,766,16.0747869656022,"Woodland",129,129,60
669,1500,12.3204851218885,"Woodland",129,129,60
595,248,14.9828099852304,"Woodland",129,129,60
652,1497,16.5789122191552,"Woodland",129,129,60
1561,789,16.8971468983246,"Woodland",129,129,60
215,1494,11.5268325490057,"Woodland",129,129,60
690,701,0.154436663186696,"Woodland",129,129,60
762,1542,12.377158506489,"Woodland",129,129,60
1537,746,16.94408808386,"Woodland",129,129,60
1536,1454,8.32016107517033,"Woodland",129,129,60
350,83,13.8528446562351,"Woodland",129,129,60
705,1444,10.1209223069631,"Woodland",129,129,60
1443,1493,15.9934606715605,"Woodland",129,129,60
1572,1450,12.7382689459047,"Woodland",129,129,60
287,1477,16.391095342028,"Woodland",129,129,60
302,1449,12.8899881683939,"Woodland",129,129,60
167,1385,11.8255325455745,"Grassland",130,130,60
1433,805,8.62239578036351,"Grassland",130,130,60
1594,609,3.96291335335822,"Grassland",130,130,60
1508,1309,14.7976586010486,"Grassland",130,130,60
1430,1315,14.1347676838915,"Grassland",130,130,60
164,89,15.8543365556681,"Grassland",130,130,60
1431,15,13.4215286111692,"Grassland",130,130,60
1428,1556,17.116702903928,"Grassland",130,130,60
1302,195,17.1954083805611,"Grassland",130,130,60
65,1630,16.4394207602668,"Grassland",130,130,60
68,1629,16.0480594733656,"Grassland",130,130,60
428,1383,13.5260895930006,"Grassland",130,130,60
1432,1348,15.8786602149905,"Grassland",130,130,60
1506,1337,12.2815321290571,"Grassland",130,130,60
1429,9,7.1377835415742,"Grassland",130,130,60
436,1308,10.2468668991015,"Grassland",130,130,60
1605,617,11.2656796978517,"Grassland",130,130,60
170,1336,14.656604171541,"Grassland",130,130,60
1505,1313,13.4317000836713,"Grassland",130,130,60
59,1384,17.0865321105648,"Grassland",130,130,60
1436,1344,10.6203121927658,"Shrubland",130,130,60
1547,1330,11.8978718180814,"Shrubland",130,130,60
1521,1347,14.3627398576567,"Shrubland",130,130,60
1586,637,15.6013364102909,"Shrubland",130,130,60
1439,218,8.37447786804389,"Shrubland",130,130,60
1519,1400,16.5929870740331,"Shrubland",130,130,60
1602,86,7.211899845819,"Shrubland",130,130,60
47,1350,10.499333487693,"Shrubland",130,130,60
648,1343,9.83119277359915,"Shrubland",130,130,60
1381,790,3.17148404096407,"Shrubland",130,130,60
71,1424,14.988325794395,"Shrubland",130,130,60
1380,1323,12.3902068471851,"Shrubland",130,130,60
1520,1401,16.4330369790618,"Shrubland",130,130,60
1608,227,17.2742610377945,"Shrubland",130,130,60
1593,56,14.9401286065862,"Shrubland",130,130,60
1437,1345,15.8926034816436,"Shrubland",130,130,60
1304,1485,6.38745586323025,"Shrubland",130,130,60
1546,379,12.7927648754064,"Shrubland",130,130,60
1507,1331,11.2990146596107,"Shrubland",130,130,60
1576,732,13.0308824646437,"Shrubland",130,130,60
1562,746,15.5635388040281,"Woodland",130,130,60
1537,1451,9.82163601839947,"Woodland",130,130,60
1373,338,6.92725970912274,"Woodland",130,130,60
690,789,17.2062773319475,"Woodland",130,130,60
1563,242,8.89268094495757,"Woodland",130,130,60
1565,368,13.5442866759495,"Woodland",130,130,60
1574,1416,14.3858874693104,"Woodland",130,130,60
705,1591,9.19615069424604,"Woodland",130,130,60
302,356,11.3731749208189,"Woodland",130,130,60
1530,149,12.2294301845821,"Woodland",130,130,60
686,1477,8.22909864083848,"Woodland",130,130,60
101,680,14.2735120152203,"Woodland",130,130,60
350,408,10.7414144426128,"Woodland",130,130,60
215,206,13.1894875049332,"Woodland",130,130,60
679,1549,14.2612445108779,"Woodland",130,130,60
1372,1533,8.83286409721873,"Woodland",130,130,60
146,781,12.8304626427043,"Woodland",130,130,60
1564,1445,14.3885049999611,"Woodland",130,130,60
1578,272,14.0119589444315,"Woodland",130,130,60
716,1552,13.9211936537305,"Woodland",130,130,60
1429,611,17.2956060442273,"Grassland",131,131,60
1438,224,10.9426068827928,"Grassland",131,131,60
1428,1337,15.7467111266778,"Grassland",131,131,60
428,432,1.20641972645069,"Grassland",131,131,60
164,1336,13.5179839981307,"Grassland",131,131,60
170,1334,16.4739116488459,"Grassland",131,131,60
421,1314,16.3129941766419,"Grassland",131,131,60
1508,1315,13.3251961772226,"Grassland",131,131,60
449,1338,12.7770710170751,"Grassland",131,131,60
1594,15,12.9274289395478,"Grassland",131,131,60
1506,1333,5.9386145590424,"Grassland",131,131,60
68,1630,15.8849789831677,"Grassland",131,131,60
1302,617,5.62164278335416,"Grassland",131,131,60
1505,1307,11.6479530689902,"Grassland",131,131,60
1605,1626,14.7450266106296,"Grassland",131,131,60
1432,1313,13.4868823319214,"Grassland",131,131,60
1430,805,16.8444560605468,"Grassland",131,131,60
1303,609,5.27720676600145,"Grassland",131,131,60
436,1383,14.5381890369054,"Grassland",131,131,60
236,1504,8.53893387848717,"Grassland",131,131,60
1440,1458,15.670462178043,"Shrubland",131,131,60
1436,1349,11.0165703068454,"Shrubland",131,131,60
71,501,16.3567955933286,"Shrubland",131,131,60
1441,1344,17.135389647976,"Shrubland",131,131,60
1301,1402,4.83134512722897,"Shrubland",131,131,60
1607,738,16.0077195262717,"Shrubland",131,131,60
1593,227,9.38295798312722,"Shrubland",131,131,60
648,1400,9.71932946174945,"Shrubland",131,131,60
1576,218,6.76912702877493,"Shrubland",131,131,60
1520,790,12.3142037656152,"Shrubland",131,131,60
1305,1329,16.7520332293435,"Shrubland",131,131,60
47,1346,9.74322074805948,"Shrubland",131,131,60
1608,795,10.0257477518959,"Shrubland",131,131,60
1380,56,12.3674085343463,"Shrubland",131,131,60
1381,1420,10.145703130672,"Shrubland",131,131,60
1547,221,16.462682041048,"Shrubland",131,131,60
1585,1328,15.0466209148588,"Shrubland",131,131,60
1439,1414,5.16008378786248,"Shrubland",131,131,60
1595,1377,14.0587647621958,"Shrubland",131,131,60
1382,1421,9.58258763735649,"Shrubland",131,131,60
266,104,13.7150587488551,"Woodland",131,131,60
1528,200,9.31126226806136,"Woodland",131,131,60
1566,1326,6.20714814746008,"Woodland",131,131,60
655,1496,14.3682347859742,"Woodland",131,131,60
669,1493,14.782319931718,"Woodland",131,131,60
686,680,3.33471823055966,"Woodland",131,131,60
690,1552,15.041747845898,"Woodland",131,131,60
215,1498,10.1385101445893,"Woodland",131,131,60
1567,242,10.0570387766465,"Woodland",131,131,60
1530,326,5.37615455785435,"Woodland",131,131,60
287,1477,16.391095342028,"Woodland",131,131,60
1578,1327,15.3708616057082,"Woodland",131,131,60
1561,1417,16.3155288492802,"Woodland",131,131,60
532,1540,9.86799329182596,"Woodland",131,131,60
1472,1494,4.86821940181889,"Woodland",131,131,60
652,1499,14.7762722103858,"Woodland",131,131,60
1443,149,11.5989002169511,"Woodland",131,131,60
1529,1452,15.2460705591056,"Woodland",131,131,60
1373,1453,17.0859824901217,"Woodland",131,131,60
1538,338,9.13149350463782,"Woodland",131,131,60
1605,1481,13.5546225088935,"Grassland",132,132,60
1506,44,11.9572867745133,"Grassland",132,132,60
436,1308,10.2468668991015,"Grassland",132,132,60
1505,1314,12.7680029696636,"Grassland",132,132,60
236,1348,6.59568930043599,"Grassland",132,132,60
1594,89,10.7509200004966,"Grassland",132,132,60
449,9,16.9815671193757,"Grassland",132,132,60
1588,1447,14.1406238617643,"Grassland",132,132,60
1508,1307,14.3744781464912,"Grassland",132,132,60
1429,1339,15.3399816828922,"Grassland",132,132,60
1303,1315,13.1024682723504,"Grassland",132,132,60
1479,611,7.08311405479532,"Grassland",132,132,60
68,1630,15.8849789831677,"Grassland",132,132,60
1432,1408,17.3612401115482,"Grassland",132,132,60
65,1629,15.5645927128691,"Grassland",132,132,60
167,224,10.5911610015365,"Grassland",132,132,60
428,1336,12.8253304165114,"Grassland",132,132,60
421,1309,7.78927396196266,"Grassland",132,132,60
1509,1333,7.1276350852835,"Grassland",132,132,60
164,1384,13.4757191446786,"Grassland",132,132,60
1304,1420,17.0700888565318,"Shrubland",132,132,60
1301,1332,16.0608341734682,"Shrubland",132,132,60
1570,1343,8.72678087999269,"Shrubland",132,132,60
1521,1340,10.1081236570241,"Shrubland",132,132,60
1440,1448,10.9707054042396,"Shrubland",132,132,60
1607,738,16.0077195262717,"Shrubland",132,132,60
1441,1350,16.6495318776745,"Shrubland",132,132,60
71,1423,17.0540422560037,"Shrubland",132,132,60
1305,86,5.1374648170453,"Shrubland",132,132,60
1602,1328,16.7544448753151,"Shrubland",132,132,60
1439,1413,5.98805050807264,"Shrubland",132,132,60
1547,795,15.2817263531438,"Shrubland",132,132,60
1575,1403,4.62538514538899,"Shrubland",132,132,60
1478,790,12.885584494293,"Shrubland",132,132,60
1507,227,13.926332696534,"Shrubland",132,132,60
1585,391,3.64374969725744,"Shrubland",132,132,60
1519,218,7.92513211706753,"Shrubland",132,132,60
1608,1324,6.72327759073597,"Shrubland",132,132,60
1306,1349,13.1872194137742,"Shrubland",132,132,60
47,1346,9.74322074805948,"Shrubland",132,132,60
1474,1416,15.397612962719,"Woodland",132,132,60
1574,278,10.3135297592502,"Woodland",132,132,60
1572,200,11.9951677520869,"Woodland",132,132,60
302,341,11.9023580344698,"Woodland",132,132,60
1566,1533,6.47221355972497,"Woodland",132,132,60
1371,1454,16.6077069220431,"Woodland",132,132,60
705,1551,14.9342754872608,"Woodland",132,132,60
1567,746,16.8083834461391,"Woodland",132,132,60
146,1590,12.1157382050901,"Woodland",132,132,60
1372,1501,6.62806714148108,"Woodland",132,132,60
1530,143,3.90671415661466,"Woodland",132,132,60
1537,1449,6.75159562278674,"Woodland",132,132,60
663,1495,14.7781836852245,"Woodland",132,132,60
1373,1499,10.0307405776818,"Woodland",132,132,60
669,1494,14.8985510180477,"Woodland",132,132,60
716,1497,12.7620549923907,"Woodland",132,132,60
1376,338,7.444753314871,"Woodland",132,132,60
1563,152,12.4163950724666,"Woodland",132,132,60
652,248,8.86116286867498,"Woodland",132,132,60
1573,701,16.2633360574982,"Woodland",132,132,60
59,1336,16.1315029146034,"Grassland",133,133,60
1429,1337,17.4776992803626,"Grassland",133,133,60
1594,1384,9.99685407178578,"Grassland",133,133,60
428,609,11.3981588787144,"Grassland",133,133,60
1506,604,8.85329301591068,"Grassland",133,133,60
1505,805,16.7506831115932,"Grassland",133,133,60
1508,1314,13.4032819090969,"Grassland",133,133,60
1432,1339,15.9459683858178,"Grassland",133,133,60
164,611,16.2379253114143,"Grassland",133,133,60
1433,1348,14.3240100488505,"Grassland",133,133,60
1430,1313,14.8198622843054,"Grassland",133,133,60
170,1338,17.1930391384966,"Grassland",133,133,60
1605,1617,15.6112307395238,"Grassland",133,133,60
1428,617,15.6398966532707,"Grassland",133,133,60
1509,1333,7.1276350852835,"Grassland",133,133,60
1479,1476,16.0378854258585,"Grassland",133,133,60
1431,9,14.5229310593726,"Grassland",133,133,60
1588,1447,14.1406238617643,"Grassland",133,133,60
65,1629,15.5645927128691,"Grassland",133,133,60
1303,1307,11.7003298582115,"Grassland",133,133,60
1547,1328,7.65234654366611,"Shrubland",133,133,60
1546,1324,2.60108305936727,"Shrubland",133,133,60
1382,795,3.64257412918658,"Shrubland",133,133,60
1570,56,15.2563800666715,"Shrubland",133,133,60
1520,1344,11.7261517950798,"Shrubland",133,133,60
1437,1343,12.2332970278481,"Shrubland",133,133,60
1602,1323,10.7035327279618,"Shrubland",133,133,60
1608,1329,15.8269558119758,"Shrubland",133,133,60
1586,1331,14.305730219851,"Shrubland",133,133,60
1577,218,7.53520238467538,"Shrubland",133,133,60
1440,1413,10.3368257123256,"Shrubland",133,133,60
1306,732,14.3002073738262,"Shrubland",133,133,60
47,1420,8.16769639740988,"Shrubland",133,133,60
648,1332,17.4221343123353,"Shrubland",133,133,60
1521,227,4.01752359314559,"Shrubland",133,133,60
1607,790,10.0251529635913,"Shrubland",133,133,60
71,116,15.7750884808135,"Shrubland",133,133,60
1381,86,10.3737452874082,"Shrubland",133,133,60
1576,221,12.0921557789109,"Shrubland",133,133,60
1595,1345,12.7184496308808,"Shrubland",133,133,60
374,125,10.5391188795752,"Woodland",133,133,60
690,710,0.175960526422449,"Woodland",133,133,60
302,408,6.86476987543354,"Woodland",133,133,60
1530,344,8.4109463851285,"Woodland",133,133,60
663,248,2.57857384083175,"Woodland",133,133,60
762,1540,12.6309056340602,"Woodland",133,133,60
1373,326,8.29479923340976,"Woodland",133,133,60
532,1325,15.9751910442325,"Woodland",133,133,60
1371,1549,10.5140937464306,"Woodland",133,133,60
290,83,17.1821109660026,"Woodland",133,133,60
679,1494,14.8920986709137,"Woodland",133,133,60
1375,1532,9.06065558777393,"Woodland",133,133,60
1473,185,13.1961183487952,"Woodland",133,133,60
109,149,4.85536777320013,"Woodland",133,133,60
669,1499,13.1449521086017,"Woodland",133,133,60
350,746,17.2618423010506,"Woodland",133,133,60
686,701,2.17451998041907,"Woodland",133,133,60
101,1451,13.3767554416661,"Woodland",133,133,60
1571,781,7.96224456120041,"Woodland",133,133,60
1572,12,13.2541920341624,"Woodland",133,133,60
1605,1617,15.6112307395238,"Grassland",134,134,60
1432,1348,15.8786602149905,"Grassland",134,134,60
449,89,4.49328410051487,"Grassland",134,134,60
167,1383,13.9031073122931,"Grassland",134,134,60
170,805,16.1790280603619,"Grassland",134,134,60
1431,1447,15.3595228893096,"Grassland",134,134,60
1594,1338,7.96744871478269,"Grassland",134,134,60
1433,810,6.82607675859805,"Grassland",134,134,60
1428,15,4.5488259178273,"Grassland",134,134,60
1302,604,6.86533264924353,"Grassland",134,134,60
1303,1307,11.7003298582115,"Grassland",134,134,60
1505,617,10.3662876207199,"Grassland",134,134,60
236,1406,16.6300947525739,"Grassland",134,134,60
164,1308,11.9027215678996,"Grassland",134,134,60
1479,1475,17.3823440400317,"Grassland",134,134,60
1438,611,12.3765938013235,"Grassland",134,134,60
1429,9,7.1377835415742,"Grassland",134,134,60
436,1333,16.4947325833957,"Grassland",134,134,60
1430,1623,16.1032578054677,"Grassland",134,134,60
1506,1313,13.0411336947148,"Grassland",134,134,60
1602,1403,11.041851550619,"Shrubland",134,134,60
1585,218,5.00552838094821,"Shrubland",134,134,60
1575,1329,16.9297036866048,"Shrubland",134,134,60
1478,1343,14.9127719665308,"Shrubland",134,134,60
1577,1377,10.7229788117731,"Shrubland",134,134,60
1520,1322,10.0512952801496,"Shrubland",134,134,60
1519,1402,13.3732405758266,"Shrubland",134,134,60
1439,1324,14.0786588434469,"Shrubland",134,134,60
1301,1323,7.66831473146913,"Shrubland",134,134,60
1521,227,4.01752359314559,"Shrubland",134,134,60
71,501,16.3567955933286,"Shrubland",134,134,60
1306,56,15.9056054562498,"Shrubland",134,134,60
648,1349,7.15544671251702,"Shrubland",134,134,60
1593,795,7.82848226465701,"Shrubland",134,134,60
1507,1332,12.655194496097,"Shrubland",134,134,60
1441,1414,7.16222356945616,"Shrubland",134,134,60
1381,790,3.17148404096407,"Shrubland",134,134,60
1437,1340,14.0399804511514,"Shrubland",134,134,60
47,738,14.9643877035922,"Shrubland",134,134,60
1436,1350,10.3119954151377,"Shrubland",134,134,60
1372,1533,8.83286409721873,"Woodland",134,134,60
1567,152,11.4110201245506,"Woodland",134,134,60
215,242,16.8224585392995,"Woodland",134,134,60
1563,248,9.64953498283666,"Woodland",134,134,60
1536,149,15.3506565744494,"Woodland",134,134,60
1371,1453,17.3296704919642,"Woodland",134,134,60
762,1590,17.3934207195051,"Woodland",134,134,60
1539,1549,12.8225861578534,"Woodland",134,134,60
1373,1454,16.379710810512,"Woodland",134,134,60
522,344,12.7196410794323,"Woodland",134,134,60
287,1445,9.29905581980126,"Woodland",134,134,60
1566,1531,6.79273969582353,"Woodland",134,134,60
284,1477,7.70988184284226,"Woodland",134,134,60
1573,326,5.22355223503487,"Woodland",134,134,60
1565,1417,17.0515725557342,"Woodland",134,134,60
1443,104,16.7931600800677,"Woodland",134,134,60
1562,125,13.3327877552446,"Woodland",134,134,60
1561,746,15.6715730942293,"Woodland",134,134,60
1375,1451,15.8922462107457,"Woodland",134,134,60
146,143,2.43073029946025,"Woodland",134,134,60
428,1308,9.14247379288461,"Grassland",135,135,60
170,1334,16.4739116488459,"Grassland",135,135,60
1588,1447,14.1406238617643,"Grassland",135,135,60
1605,1617,15.6112307395238,"Grassland",135,135,60
1594,1406,10.0284440106839,"Grassland",135,135,60
449,609,12.7821049895099,"Grassland",135,135,60
1509,1309,14.5578658490819,"Grassland",135,135,60
167,1338,14.5197580073578,"Grassland",135,135,60
1508,1315,13.3251961772226,"Grassland",135,135,60
1430,1348,12.6771661516867,"Grassland",135,135,60
436,1314,16.8487808551289,"Grassland",135,135,60
68,1631,17.0639207595397,"Grassland",135,135,60
164,432,15.041434292295,"Grassland",135,135,60
1303,611,5.24463813325251,"Grassland",135,135,60
1438,195,11.5397695453037,"Grassland",135,135,60
1505,1404,17.2967130885119,"Grassland",135,135,60
1431,805,15.7624120682095,"Grassland",135,135,60
421,224,12.671553121209,"Grassland",135,135,60
236,9,14.6606648478776,"Grassland",135,135,60
65,1629,15.5645927128691,"Grassland",135,135,60
1439,1345,15.9446144500005,"Shrubland",135,135,60
1382,86,9.23111722236968,"Shrubland",135,135,60
1607,1400,10.2933482804224,"Shrubland",135,135,60
71,1424,14.988325794395,"Shrubland",135,135,60
1576,1377,11.9706551329906,"Shrubland",135,135,60
1380,318,15.8806004747261,"Shrubland",135,135,60
1520,1349,11.2307608895355,"Shrubland",135,135,60
1593,795,7.82848226465701,"Shrubland",135,135,60
47,1346,9.74322074805948,"Shrubland",135,135,60
1305,1332,16.1593041967181,"Shrubland",135,135,60
1585,637,15.5803158473398,"Shrubland",135,135,60
1595,790,10.7381619158331,"Shrubland",135,135,60
1608,218,9.79765965252462,"Shrubland",135,135,60
648,1347,3.81965152873376,"Shrubland",135,135,60
1519,1340,9.35574279161114,"Shrubland",135,135,60
1570,738,15.4201499679793,"Shrubland",135,135,60
1436,1323,10.8491419991851,"Shrubland",135,135,60
1575,1329,16.9297036866048,"Shrubland",135,135,60
1546,56,8.08062491509622,"Shrubland",135,135,60
1547,1344,7.60415268220686,"Shrubland",135,135,60
1371,338,7.31816953351191,"Woodland",135,135,60
1534,149,14.8504902507247,"Woodland",135,135,60
1567,356,14.0117430724728,"Woodland",135,135,60
1374,1495,5.91443461987546,"Woodland",135,135,60
101,344,12.9907763217614,"Woodland",135,135,60
1538,1449,14.5843539777684,"Woodland",135,135,60
1537,1453,11.7102505679876,"Woodland",135,135,60
652,242,13.3033134990044,"Woodland",135,135,60
663,1494,14.7847010592168,"Woodland",135,135,60
1571,781,7.96224456120041,"Woodland",135,135,60
266,206,13.7208295661057,"Woodland",135,135,60
350,368,10.7931883959818,"Woodland",135,135,60
290,1552,13.9585574691786,"Woodland",135,135,60
1472,200,11.5921893714076,"Woodland",135,135,60
1473,1326,17.071562786378,"Woodland",135,135,60
1562,248,9.63158354101263,"Woodland",135,135,60
762,362,12.7710557180281,"Woodland",135,135,60
1566,1325,8.63945021685079,"Woodland",135,135,60
1528,104,14.8736513541992,"Woodland",135,135,60
1574,1379,8.24757944713981,"Woodland",135,135,60
167,1475,7.07330778343169,"Grassland",136,136,60
1302,1384,14.8187238943159,"Grassland",136,136,60
1509,1337,13.9920771356832,"Grassland",136,136,60
1433,1338,17.0998389085377,"Grassland",136,136,60
1505,1309,11.353127123728,"Grassland",136,136,60
1506,44,11.9572867745133,"Grassland",136,136,60
1432,1348,15.8786602149905,"Grassland",136,136,60
428,224,13.1098426851269,"Grassland",136,136,60
1430,805,16.8444560605468,"Grassland",136,136,60
1508,1383,16.6269838949441,"Grassland",136,136,60
1438,89,17.0797399166897,"Grassland",136,136,60
1428,604,15.9686508796128,"Grassland",136,136,60
