id.y,WDPAID,WDPA_PID,PA_DEF,NAME,ORIG_NAME,DESIG,DESIG_ENG,DESIG_TYPE,IUCN_CAT,INT_CRIT,MARINE,REP_M_AREA,GIS_M_AREA,REP_AREA,GIS_AREA,NO_TAKE,NO_TK_AREA,STATUS,STATUS_YR,GOV_TYPE,OWN_TYPE,MANG_AUTH,MANG_PLAN,VERIF,METADATAID,SUB_LOC,PARENT_ISO,ISO3,SUPP_INFO,CONS_OBJ,PA
321,555547561,555547561,0,Vhembe Biosphere Reserve,Vhembe Biosphere Reserve,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Applicable,0,0,0,30487.5432687,23032.6554232,Not Applicable,0,Designated,2009,Non-profit organisations,Non-profit organisations,Vhembe Biosphere Reserve Non-Profit Company,Not Reported,State Verified,1840,ZA-LP,ZAF,ZAF,Not Reported,Not Reported,1
322,555547561,555547561,0,Vhembe Biosphere Reserve,Vhembe Biosphere Reserve,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Applicable,0,0,0,30487.5432687,23032.6554232,Not Applicable,0,Designated,2009,Non-profit organisations,Non-profit organisations,Vhembe Biosphere Reserve Non-Profit Company,Not Reported,State Verified,1840,ZA-LP,ZAF,ZAF,Not Reported,Not Reported,1
323,555547561,555547561,0,Vhembe Biosphere Reserve,Vhembe Biosphere Reserve,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Applicable,0,0,0,30487.5432687,23032.6554232,Not Applicable,0,Designated,2009,Non-profit organisations,Non-profit organisations,Vhembe Biosphere Reserve Non-Profit Company,Not Reported,State Verified,1840,ZA-LP,ZAF,ZAF,Not Reported,Not Reported,1
324,555547561,555547561,0,Vhembe Biosphere Reserve,Vhembe Biosphere Reserve,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Applicable,0,0,0,30487.5432687,23032.6554232,Not Applicable,0,Designated,2009,Non-profit organisations,Non-profit organisations,Vhembe Biosphere Reserve Non-Profit Company,Not Reported,State Verified,1840,ZA-LP,ZAF,ZAF,Not Reported,Not Reported,1
325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
327,349236,349236,1,Ejes de los Cursos Bajos de los Ríos Manzanares y Jarama,Ejes de los Cursos Bajos de los Ríos Manzanares y Jarama,Parque Regional,Regional Park,National,V,Not Applicable,0,0,0,314.7175855,314.951981430171,Not Applicable,0,Designated,1994,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,2013,Not Reported,ESP,ESP,Not Applicable,Not Applicable,1
327,555523382,555523382,1,"Vegas, cuestas y páramos del sureste de Madrid","Vegas, cuestas y páramos del sureste de Madrid",B,Special Areas of Conservation (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,510.087005615234,511.043742872041,Not Applicable,0,Designated,2014,Federal or national ministry or agency,Not Reported,"Dirección General de Biodiversidad y Recursos Naturales - Consejería de Medio Ambiente, Ordenación del Territorio y Sostenibilidad",http://www.bocm.es/boletin/CM_Orden_BOCM/2014/09/08/BOCM-20140908-4.PDF,State Verified,1832,Not Reported,ESP,ESP,Not Applicable,Not Applicable,1
327,555538282,555538282,1,Cortados y cantiles de los ríos Jarama y Manzanares,Cortados y cantiles de los ríos Jarama y Manzanares,Special Protection Area (Birds Directive),Special Protection Area (Birds Directive),Regional,Not Reported,Not Applicable,0,0,0,279.829986572266,280.350269154313,Not Applicable,0,Designated,1993,Federal or national ministry or agency,Not Reported,"Dirección General de Biodiversidad y Recursos Naturales - Consejería de Medio Ambiente, Ordenación del Territorio y Sostenibilidad",http://www.bocm.es/boletin/CM_Orden_BOCM/2014/09/08/BOCM-20140908-4.PDF,State Verified,1832,Not Reported,ESP,ESP,Not Applicable,Not Applicable,1
328,555523629,555523629,1,Monfragüe,Monfragüe,B,Special Areas of Conservation (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,1148.18530273438,1148.67397284766,Not Applicable,0,Designated,2015,Federal or national ministry or agency,Not Reported,"Junta de Extremadura. Consejería de  Medio Ambiente y Rural, Politicas Agrarias y Territorio. Dirección General de Medio Ambiente",http://doe.gobex.es/pdfs/doe/2015/1050o/15040122.pdf,State Verified,1832,Not Reported,ESP,ESP,Not Applicable,Not Applicable,1
328,555538164,555538164,1,Monfragüe y las Dehesas del Entorno,Monfragüe y las Dehesas del Entorno,Special Protection Area (Birds Directive),Special Protection Area (Birds Directive),Regional,Not Reported,Not Applicable,0,0,0,1160.94226074219,1161.43457973817,Not Applicable,0,Designated,1989,Federal or national ministry or agency,Not Reported,"Junta de Extremadura. Consejería de  Medio Ambiente y Rural, Politicas Agrarias y Territorio. Dirección General de Medio Ambiente",http://doe.gobex.es/pdfs/doe/2015/1050o/15040122.pdf,State Verified,1832,Not Reported,ESP,ESP,Not Applicable,Not Applicable,1
329,555523629,555523629,1,Monfragüe,Monfragüe,B,Special Areas of Conservation (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,1148.18530273438,1148.67397284766,Not Applicable,0,Designated,2015,Federal or national ministry or agency,Not Reported,"Junta de Extremadura. Consejería de  Medio Ambiente y Rural, Politicas Agrarias y Territorio. Dirección General de Medio Ambiente",http://doe.gobex.es/pdfs/doe/2015/1050o/15040122.pdf,State Verified,1832,Not Reported,ESP,ESP,Not Applicable,Not Applicable,1
329,555538164,555538164,1,Monfragüe y las Dehesas del Entorno,Monfragüe y las Dehesas del Entorno,Special Protection Area (Birds Directive),Special Protection Area (Birds Directive),Regional,Not Reported,Not Applicable,0,0,0,1160.94226074219,1161.43457973817,Not Applicable,0,Designated,1989,Federal or national ministry or agency,Not Reported,"Junta de Extremadura. Consejería de  Medio Ambiente y Rural, Politicas Agrarias y Territorio. Dirección General de Medio Ambiente",http://doe.gobex.es/pdfs/doe/2015/1050o/15040122.pdf,State Verified,1832,Not Reported,ESP,ESP,Not Applicable,Not Applicable,1
330,555523629,555523629,1,Monfragüe,Monfragüe,B,Special Areas of Conservation (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,1148.18530273438,1148.67397284766,Not Applicable,0,Designated,2015,Federal or national ministry or agency,Not Reported,"Junta de Extremadura. Consejería de  Medio Ambiente y Rural, Politicas Agrarias y Territorio. Dirección General de Medio Ambiente",http://doe.gobex.es/pdfs/doe/2015/1050o/15040122.pdf,State Verified,1832,Not Reported,ESP,ESP,Not Applicable,Not Applicable,1
330,555538164,555538164,1,Monfragüe y las Dehesas del Entorno,Monfragüe y las Dehesas del Entorno,Special Protection Area (Birds Directive),Special Protection Area (Birds Directive),Regional,Not Reported,Not Applicable,0,0,0,1160.94226074219,1161.43457973817,Not Applicable,0,Designated,1989,Federal or national ministry or agency,Not Reported,"Junta de Extremadura. Consejería de  Medio Ambiente y Rural, Politicas Agrarias y Territorio. Dirección General de Medio Ambiente",http://doe.gobex.es/pdfs/doe/2015/1050o/15040122.pdf,State Verified,1832,Not Reported,ESP,ESP,Not Applicable,Not Applicable,1
331,555523629,555523629,1,Monfragüe,Monfragüe,B,Special Areas of Conservation (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,1148.18530273438,1148.67397284766,Not Applicable,0,Designated,2015,Federal or national ministry or agency,Not Reported,"Junta de Extremadura. Consejería de  Medio Ambiente y Rural, Politicas Agrarias y Territorio. Dirección General de Medio Ambiente",http://doe.gobex.es/pdfs/doe/2015/1050o/15040122.pdf,State Verified,1832,Not Reported,ESP,ESP,Not Applicable,Not Applicable,1
331,555538164,555538164,1,Monfragüe y las Dehesas del Entorno,Monfragüe y las Dehesas del Entorno,Special Protection Area (Birds Directive),Special Protection Area (Birds Directive),Regional,Not Reported,Not Applicable,0,0,0,1160.94226074219,1161.43457973817,Not Applicable,0,Designated,1989,Federal or national ministry or agency,Not Reported,"Junta de Extremadura. Consejería de  Medio Ambiente y Rural, Politicas Agrarias y Territorio. Dirección General de Medio Ambiente",http://doe.gobex.es/pdfs/doe/2015/1050o/15040122.pdf,State Verified,1832,Not Reported,ESP,ESP,Not Applicable,Not Applicable,1
332,555523554,555523554,1,Rios de la margen izquierda del Tajo y berrocales del Tajo,Rios de la margen izquierda del Tajo y berrocales del Tajo,C,Special Protection Area (Birds Directive),Regional,Not Reported,Not Applicable,0,0,0,137.146194458008,137.335893332304,Not Applicable,0,Designated,2005,Federal or national ministry or agency,Not Reported,Junta de Comunidades de Castilla- La Mancha. Consejería de Desarrollo Sostenible. D.G. de Medio Natural y Biodiversidad,http://www.castillalamancha.es/node/199658,State Verified,1832,Not Reported,ESP,ESP,Not Applicable,Not Applicable,1
332,555722141,555722141,1,Rios de la margen izquierda del Tajo y berrocales del Tajo,Rios de la margen izquierda del Tajo y berrocales del Tajo,C,Special Areas of Conservation (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,137.146194458008,137.335893332304,Not Applicable,0,Designated,2016,Federal or national ministry or agency,Not Reported,Junta de Comunidades de Castilla- La Mancha. Consejería de Desarrollo Sostenible. D.G. de Medio Natural y Biodiversidad,http://www.castillalamancha.es/node/199658,State Verified,1832,Not Reported,ESP,ESP,Not Applicable,Not Applicable,1
333,555523554,555523554,1,Rios de la margen izquierda del Tajo y berrocales del Tajo,Rios de la margen izquierda del Tajo y berrocales del Tajo,C,Special Protection Area (Birds Directive),Regional,Not Reported,Not Applicable,0,0,0,137.146194458008,137.335893332304,Not Applicable,0,Designated,2005,Federal or national ministry or agency,Not Reported,Junta de Comunidades de Castilla- La Mancha. Consejería de Desarrollo Sostenible. D.G. de Medio Natural y Biodiversidad,http://www.castillalamancha.es/node/199658,State Verified,1832,Not Reported,ESP,ESP,Not Applicable,Not Applicable,1
333,555722141,555722141,1,Rios de la margen izquierda del Tajo y berrocales del Tajo,Rios de la margen izquierda del Tajo y berrocales del Tajo,C,Special Areas of Conservation (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,137.146194458008,137.335893332304,Not Applicable,0,Designated,2016,Federal or national ministry or agency,Not Reported,Junta de Comunidades de Castilla- La Mancha. Consejería de Desarrollo Sostenible. D.G. de Medio Natural y Biodiversidad,http://www.castillalamancha.es/node/199658,State Verified,1832,Not Reported,ESP,ESP,Not Applicable,Not Applicable,1
334,555523554,555523554,1,Rios de la margen izquierda del Tajo y berrocales del Tajo,Rios de la margen izquierda del Tajo y berrocales del Tajo,C,Special Protection Area (Birds Directive),Regional,Not Reported,Not Applicable,0,0,0,137.146194458008,137.335893332304,Not Applicable,0,Designated,2005,Federal or national ministry or agency,Not Reported,Junta de Comunidades de Castilla- La Mancha. Consejería de Desarrollo Sostenible. D.G. de Medio Natural y Biodiversidad,http://www.castillalamancha.es/node/199658,State Verified,1832,Not Reported,ESP,ESP,Not Applicable,Not Applicable,1
334,555722141,555722141,1,Rios de la margen izquierda del Tajo y berrocales del Tajo,Rios de la margen izquierda del Tajo y berrocales del Tajo,C,Special Areas of Conservation (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,137.146194458008,137.335893332304,Not Applicable,0,Designated,2016,Federal or national ministry or agency,Not Reported,Junta de Comunidades de Castilla- La Mancha. Consejería de Desarrollo Sostenible. D.G. de Medio Natural y Biodiversidad,http://www.castillalamancha.es/node/199658,State Verified,1832,Not Reported,ESP,ESP,Not Applicable,Not Applicable,1
335,555523554,555523554,1,Rios de la margen izquierda del Tajo y berrocales del Tajo,Rios de la margen izquierda del Tajo y berrocales del Tajo,C,Special Protection Area (Birds Directive),Regional,Not Reported,Not Applicable,0,0,0,137.146194458008,137.335893332304,Not Applicable,0,Designated,2005,Federal or national ministry or agency,Not Reported,Junta de Comunidades de Castilla- La Mancha. Consejería de Desarrollo Sostenible. D.G. de Medio Natural y Biodiversidad,http://www.castillalamancha.es/node/199658,State Verified,1832,Not Reported,ESP,ESP,Not Applicable,Not Applicable,1
335,555722141,555722141,1,Rios de la margen izquierda del Tajo y berrocales del Tajo,Rios de la margen izquierda del Tajo y berrocales del Tajo,C,Special Areas of Conservation (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,137.146194458008,137.335893332304,Not Applicable,0,Designated,2016,Federal or national ministry or agency,Not Reported,Junta de Comunidades de Castilla- La Mancha. Consejería de Desarrollo Sostenible. D.G. de Medio Natural y Biodiversidad,http://www.castillalamancha.es/node/199658,State Verified,1832,Not Reported,ESP,ESP,Not Applicable,Not Applicable,1
336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
337,145809,145809,1,Cabo de Gata-Nijar,Cabo de Gata-Nijar,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Applicable,0,0,1.60836455799038,496.24,292.109721554724,Not Applicable,0,Designated,1997,Sub-national ministry or agency,Not Reported,Junta de Andalucia,Not Reported,State Verified,988,ES-AN,ESP,ESP,Not Applicable,Not Applicable,1
337,196284,196284,1,Cabo de Gata-Níjar,Cabo de Gata-Níjar,Parque Natural,Natural Park,National,V,Not Applicable,1,0,113.181193506299,495.1219673,495.432720936843,Not Reported,0,Designated,1987,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,2013,Not Reported,ESP,ESP,Not Applicable,Not Applicable,1
337,365009,365009,1,Cabo De Gata Nijar,Cabo De Gata Nijar,Specially Protected Areas of Mediterranean Importance (Barcelona Convention),Specially Protected Areas of Mediterranean Importance (Barcelona Convention),Regional,Not Assigned,Not Applicable,1,120.76,110.188168235684,120.46,496.685395876319,Not Reported,0,Adopted,2001,Sub-national ministry or agency,Not Reported,Comunidad Autonoma de Andalucia,Not Reported,State Verified,1675,ES-AN,ESP,ESP,Not Applicable,Not Applicable,1
337,555548901,555548901,1,Cabo de Gata-Níjar,Cabo de Gata-Níjar,C,Special Protection Area (Birds Directive),Regional,Not Reported,Not Applicable,1,0,113.39700475035,495.121978759766,496.370942467741,Not Reported,0,Designated,1989,Federal or national ministry or agency,Not Reported,"DIRECCIÓN GENERAL DE MEDIO NATURAL, BIODIVERSIDAD Y ESPACIOS PROTEGIDOS. CONSEJERÍA DE AGRICULTURA, GANADERÍA, PESCA Y DESARROLLO SOSTENIBLE. JUNTA DE ANDALUCÍA.",http://www.juntadeandalucia.es/medioambiente/site/portalweb/menuitem.7e1cf46ddf59bb227a9ebe205510e1ca/?vgnextoid=c0ff85cc0cc08010VgnVCM1000000624e50aRCRD&vgnextchannel=88364e5bf01f4310VgnVCM1000001325e50aRCRD,State Verified,1832,Not Reported,ESP,ESP,Not Applicable,Not Applicable,1
337,555588805,555588805,1,Cabo de Gata-Nijar,Cabo de Gata-Nijar,Zona de Importancia Comunitaria ZIC (ZEPA/ZEC),Natura 2000,National,IV,Not Applicable,1,0,113.18114218154,495.1219157,495.432669173817,Not Reported,0,Designated,1992,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,2013,Not Reported,ESP,ESP,Not Applicable,Not Applicable,1
337,555722883,555722883,1,Cabo de Gata-Níjar,Cabo de Gata-Níjar,C,Special Areas of Conservation (Habitats Directive),Regional,Not Reported,Not Applicable,1,0,113.39700475035,495.121978759766,496.370942467741,Not Reported,0,Designated,2012,Federal or national ministry or agency,Not Reported,"DIRECCIÓN GENERAL DE MEDIO NATURAL, BIODIVERSIDAD Y ESPACIOS PROTEGIDOS. CONSEJERÍA DE AGRICULTURA, GANADERÍA, PESCA Y DESARROLLO SOSTENIBLE. JUNTA DE ANDALUCÍA.",http://www.juntadeandalucia.es/medioambiente/site/portalweb/menuitem.7e1cf46ddf59bb227a9ebe205510e1ca/?vgnextoid=c0ff85cc0cc08010VgnVCM1000000624e50aRCRD&vgnextchannel=88364e5bf01f4310VgnVCM1000001325e50aRCRD,State Verified,1832,Not Reported,ESP,ESP,Not Applicable,Not Applicable,1
338,145809,145809,1,Cabo de Gata-Nijar,Cabo de Gata-Nijar,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Applicable,0,0,1.60836455799038,496.24,292.109721554724,Not Applicable,0,Designated,1997,Sub-national ministry or agency,Not Reported,Junta de Andalucia,Not Reported,State Verified,988,ES-AN,ESP,ESP,Not Applicable,Not Applicable,1
338,196284,196284,1,Cabo de Gata-Níjar,Cabo de Gata-Níjar,Parque Natural,Natural Park,National,V,Not Applicable,1,0,113.181193506299,495.1219673,495.432720936843,Not Reported,0,Designated,1987,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,2013,Not Reported,ESP,ESP,Not Applicable,Not Applicable,1
338,365009,365009,1,Cabo De Gata Nijar,Cabo De Gata Nijar,Specially Protected Areas of Mediterranean Importance (Barcelona Convention),Specially Protected Areas of Mediterranean Importance (Barcelona Convention),Regional,Not Assigned,Not Applicable,1,120.76,110.188168235684,120.46,496.685395876319,Not Reported,0,Adopted,2001,Sub-national ministry or agency,Not Reported,Comunidad Autonoma de Andalucia,Not Reported,State Verified,1675,ES-AN,ESP,ESP,Not Applicable,Not Applicable,1
338,555548901,555548901,1,Cabo de Gata-Níjar,Cabo de Gata-Níjar,C,Special Protection Area (Birds Directive),Regional,Not Reported,Not Applicable,1,0,113.39700475035,495.121978759766,496.370942467741,Not Reported,0,Designated,1989,Federal or national ministry or agency,Not Reported,"DIRECCIÓN GENERAL DE MEDIO NATURAL, BIODIVERSIDAD Y ESPACIOS PROTEGIDOS. CONSEJERÍA DE AGRICULTURA, GANADERÍA, PESCA Y DESARROLLO SOSTENIBLE. JUNTA DE ANDALUCÍA.",http://www.juntadeandalucia.es/medioambiente/site/portalweb/menuitem.7e1cf46ddf59bb227a9ebe205510e1ca/?vgnextoid=c0ff85cc0cc08010VgnVCM1000000624e50aRCRD&vgnextchannel=88364e5bf01f4310VgnVCM1000001325e50aRCRD,State Verified,1832,Not Reported,ESP,ESP,Not Applicable,Not Applicable,1
338,555588805,555588805,1,Cabo de Gata-Nijar,Cabo de Gata-Nijar,Zona de Importancia Comunitaria ZIC (ZEPA/ZEC),Natura 2000,National,IV,Not Applicable,1,0,113.18114218154,495.1219157,495.432669173817,Not Reported,0,Designated,1992,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,2013,Not Reported,ESP,ESP,Not Applicable,Not Applicable,1
338,555722883,555722883,1,Cabo de Gata-Níjar,Cabo de Gata-Níjar,C,Special Areas of Conservation (Habitats Directive),Regional,Not Reported,Not Applicable,1,0,113.39700475035,495.121978759766,496.370942467741,Not Reported,0,Designated,2012,Federal or national ministry or agency,Not Reported,"DIRECCIÓN GENERAL DE MEDIO NATURAL, BIODIVERSIDAD Y ESPACIOS PROTEGIDOS. CONSEJERÍA DE AGRICULTURA, GANADERÍA, PESCA Y DESARROLLO SOSTENIBLE. JUNTA DE ANDALUCÍA.",http://www.juntadeandalucia.es/medioambiente/site/portalweb/menuitem.7e1cf46ddf59bb227a9ebe205510e1ca/?vgnextoid=c0ff85cc0cc08010VgnVCM1000000624e50aRCRD&vgnextchannel=88364e5bf01f4310VgnVCM1000001325e50aRCRD,State Verified,1832,Not Reported,ESP,ESP,Not Applicable,Not Applicable,1
339,145809,145809,1,Cabo de Gata-Nijar,Cabo de Gata-Nijar,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Applicable,0,0,1.60836455799038,496.24,292.109721554724,Not Applicable,0,Designated,1997,Sub-national ministry or agency,Not Reported,Junta de Andalucia,Not Reported,State Verified,988,ES-AN,ESP,ESP,Not Applicable,Not Applicable,1
339,196284,196284,1,Cabo de Gata-Níjar,Cabo de Gata-Níjar,Parque Natural,Natural Park,National,V,Not Applicable,1,0,113.181193506299,495.1219673,495.432720936843,Not Reported,0,Designated,1987,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,2013,Not Reported,ESP,ESP,Not Applicable,Not Applicable,1
339,365009,365009,1,Cabo De Gata Nijar,Cabo De Gata Nijar,Specially Protected Areas of Mediterranean Importance (Barcelona Convention),Specially Protected Areas of Mediterranean Importance (Barcelona Convention),Regional,Not Assigned,Not Applicable,1,120.76,110.188168235684,120.46,496.685395876319,Not Reported,0,Adopted,2001,Sub-national ministry or agency,Not Reported,Comunidad Autonoma de Andalucia,Not Reported,State Verified,1675,ES-AN,ESP,ESP,Not Applicable,Not Applicable,1
339,555548901,555548901,1,Cabo de Gata-Níjar,Cabo de Gata-Níjar,C,Special Protection Area (Birds Directive),Regional,Not Reported,Not Applicable,1,0,113.39700475035,495.121978759766,496.370942467741,Not Reported,0,Designated,1989,Federal or national ministry or agency,Not Reported,"DIRECCIÓN GENERAL DE MEDIO NATURAL, BIODIVERSIDAD Y ESPACIOS PROTEGIDOS. CONSEJERÍA DE AGRICULTURA, GANADERÍA, PESCA Y DESARROLLO SOSTENIBLE. JUNTA DE ANDALUCÍA.",http://www.juntadeandalucia.es/medioambiente/site/portalweb/menuitem.7e1cf46ddf59bb227a9ebe205510e1ca/?vgnextoid=c0ff85cc0cc08010VgnVCM1000000624e50aRCRD&vgnextchannel=88364e5bf01f4310VgnVCM1000001325e50aRCRD,State Verified,1832,Not Reported,ESP,ESP,Not Applicable,Not Applicable,1
339,555588805,555588805,1,Cabo de Gata-Nijar,Cabo de Gata-Nijar,Zona de Importancia Comunitaria ZIC (ZEPA/ZEC),Natura 2000,National,IV,Not Applicable,1,0,113.18114218154,495.1219157,495.432669173817,Not Reported,0,Designated,1992,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,2013,Not Reported,ESP,ESP,Not Applicable,Not Applicable,1
339,555722883,555722883,1,Cabo de Gata-Níjar,Cabo de Gata-Níjar,C,Special Areas of Conservation (Habitats Directive),Regional,Not Reported,Not Applicable,1,0,113.39700475035,495.121978759766,496.370942467741,Not Reported,0,Designated,2012,Federal or national ministry or agency,Not Reported,"DIRECCIÓN GENERAL DE MEDIO NATURAL, BIODIVERSIDAD Y ESPACIOS PROTEGIDOS. CONSEJERÍA DE AGRICULTURA, GANADERÍA, PESCA Y DESARROLLO SOSTENIBLE. JUNTA DE ANDALUCÍA.",http://www.juntadeandalucia.es/medioambiente/site/portalweb/menuitem.7e1cf46ddf59bb227a9ebe205510e1ca/?vgnextoid=c0ff85cc0cc08010VgnVCM1000000624e50aRCRD&vgnextchannel=88364e5bf01f4310VgnVCM1000001325e50aRCRD,State Verified,1832,Not Reported,ESP,ESP,Not Applicable,Not Applicable,1
340,145809,145809,1,Cabo de Gata-Nijar,Cabo de Gata-Nijar,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Applicable,0,0,1.60836455799038,496.24,292.109721554724,Not Applicable,0,Designated,1997,Sub-national ministry or agency,Not Reported,Junta de Andalucia,Not Reported,State Verified,988,ES-AN,ESP,ESP,Not Applicable,Not Applicable,1
340,196284,196284,1,Cabo de Gata-Níjar,Cabo de Gata-Níjar,Parque Natural,Natural Park,National,V,Not Applicable,1,0,113.181193506299,495.1219673,495.432720936843,Not Reported,0,Designated,1987,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,2013,Not Reported,ESP,ESP,Not Applicable,Not Applicable,1
340,365009,365009,1,Cabo De Gata Nijar,Cabo De Gata Nijar,Specially Protected Areas of Mediterranean Importance (Barcelona Convention),Specially Protected Areas of Mediterranean Importance (Barcelona Convention),Regional,Not Assigned,Not Applicable,1,120.76,110.188168235684,120.46,496.685395876319,Not Reported,0,Adopted,2001,Sub-national ministry or agency,Not Reported,Comunidad Autonoma de Andalucia,Not Reported,State Verified,1675,ES-AN,ESP,ESP,Not Applicable,Not Applicable,1
340,555548901,555548901,1,Cabo de Gata-Níjar,Cabo de Gata-Níjar,C,Special Protection Area (Birds Directive),Regional,Not Reported,Not Applicable,1,0,113.39700475035,495.121978759766,496.370942467741,Not Reported,0,Designated,1989,Federal or national ministry or agency,Not Reported,"DIRECCIÓN GENERAL DE MEDIO NATURAL, BIODIVERSIDAD Y ESPACIOS PROTEGIDOS. CONSEJERÍA DE AGRICULTURA, GANADERÍA, PESCA Y DESARROLLO SOSTENIBLE. JUNTA DE ANDALUCÍA.",http://www.juntadeandalucia.es/medioambiente/site/portalweb/menuitem.7e1cf46ddf59bb227a9ebe205510e1ca/?vgnextoid=c0ff85cc0cc08010VgnVCM1000000624e50aRCRD&vgnextchannel=88364e5bf01f4310VgnVCM1000001325e50aRCRD,State Verified,1832,Not Reported,ESP,ESP,Not Applicable,Not Applicable,1
340,555588805,555588805,1,Cabo de Gata-Nijar,Cabo de Gata-Nijar,Zona de Importancia Comunitaria ZIC (ZEPA/ZEC),Natura 2000,National,IV,Not Applicable,1,0,113.18114218154,495.1219157,495.432669173817,Not Reported,0,Designated,1992,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,2013,Not Reported,ESP,ESP,Not Applicable,Not Applicable,1
340,555722883,555722883,1,Cabo de Gata-Níjar,Cabo de Gata-Níjar,C,Special Areas of Conservation (Habitats Directive),Regional,Not Reported,Not Applicable,1,0,113.39700475035,495.121978759766,496.370942467741,Not Reported,0,Designated,2012,Federal or national ministry or agency,Not Reported,"DIRECCIÓN GENERAL DE MEDIO NATURAL, BIODIVERSIDAD Y ESPACIOS PROTEGIDOS. CONSEJERÍA DE AGRICULTURA, GANADERÍA, PESCA Y DESARROLLO SOSTENIBLE. JUNTA DE ANDALUCÍA.",http://www.juntadeandalucia.es/medioambiente/site/portalweb/menuitem.7e1cf46ddf59bb227a9ebe205510e1ca/?vgnextoid=c0ff85cc0cc08010VgnVCM1000000624e50aRCRD&vgnextchannel=88364e5bf01f4310VgnVCM1000001325e50aRCRD,State Verified,1832,Not Reported,ESP,ESP,Not Applicable,Not Applicable,1
341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
345,196179,196179,1,Desierto de Tabernas,Desierto de Tabernas,Paraje Natural,Nature Place,National,II,Not Applicable,0,0,0,114.4850291,114.570938603074,Not Applicable,0,Designated,1989,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,2013,Not Reported,ESP,ESP,Not Applicable,Not Applicable,1
